,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
117,High Point,32,21,11,.656,-0.52,-4.24,,13,5,,12,3,,8,7,,77.3,70.6,,40.3,27.6,57.9,.477,5.84,15.2,.384,16.2,21.3,.762,10.5,33.6,15.4,8.00,2.94,10.7,17.5
118,Hofstra,34,24,10,.706,5.02,0.77,,14,4,,11,2,,9,5,,78.9,73.8,,40.9,26.9,60.3,.446,8.50,23.9,.356,16.6,24.1,.689,11.8,39.0,15.0,6.32,3.18,11.9,15.9
119,Holy Cross NCAA,35,15,20,.429,-11.20,-6.11,,5,13,,8,6,,5,13,,64.8,69.9,,40.7,22.1,53.7,.412,7.17,22.0,.326,13.3,19.4,.687,7.97,30.1,13.7,6.26,2.46,11.0,16.7
120,Houston Baptist,34,17,17,.500,-10.39,-5.26,,10,8,,12,3,,4,11,,76.6,75.9,,40.0,26.4,56.0,.472,6.00,16.5,.364,17.7,24.7,.718,10.3,36.7,13.9,5.35,3.94,14.8,18.9
121,Houston,32,22,10,.688,10.30,2.17,,12,6,,15,3,,6,5,,77.4,69.3,,40.8,28.0,60.2,.466,6.72,19.3,.348,14.6,20.7,.705,12.8,37.6,12.9,5.97,3.81,10.4,19.0
122,Howard,32,12,20,.375,-14.43,-8.33,,6,10,,8,7,,2,12,,72.2,76.0,,40.6,23.4,57.7,.406,4.50,15.2,.296,20.8,28.6,.730,12.6,38.1,8.59,6.16,3.19,14.9,19.8
123,Idaho State,31,16,15,.516,-9.83,-6.69,,11,7,,10,3,,5,10,,74.1,76.0,,40.0,24.8,57.0,.435,8.06,22.2,.364,16.4,22.6,.727,9.16,34.8,12.3,7.29,2.90,13.2,18.9
124,Idaho,34,21,13,.618,-5.19,-5.88,,12,6,,11,4,,8,7,,69.8,66.2,,40.1,23.5,53.3,.442,6.56,17.4,.377,16.1,22.8,.709,11.4,37.0,12.6,5.24,2.59,14.9,21.6
125,Illinois-Chicago,30,5,25,.167,-14.52,-0.81,,3,15,,5,10,,0,13,,67.3,78.3,,40.7,23.2,59.9,.388,4.43,14.7,.302,16.4,26.5,.619,13.5,41.2,11.6,5.60,5.40,15.1,21.3
126,Illinois State,32,18,14,.563,3.40,2.59,,12,6,,13,3,,5,8,,67.2,66.1,,40.2,23.7,57.3,.414,7.44,22.1,.337,12.3,18.4,.668,10.8,35.7,12.6,6.41,3.59,12.7,19.4
127,Illinois,34,15,19,.441,4.39,7.03,,5,13,,7,8,,2,8,,72.1,74.8,,41.0,25.3,58.6,.432,8.15,22.5,.363,13.3,17.9,.746,7.59,31.6,13.6,5.85,1.91,10.5,17.2
128,Incarnate Word,29,17,12,.586,-9.20,-6.20,,12,6,,10,3,,7,9,,74.0,73.8,,40.2,24.8,57.0,.434,8.07,21.4,.376,16.4,21.4,.766,8.00,33.6,14.8,6.90,2.59,12.7,18.6
129,Indiana State,32,15,17,.469,0.04,2.20,,8,10,,10,4,,2,11,,67.8,69.4,,40.5,22.3,56.9,.392,6.56,21.6,.303,16.6,23.9,.693,10.7,37.9,10.6,5.75,2.69,13.2,21.5
130,Indiana NCAA,35,27,8,.771,19.59,6.90,,15,3,,17,0,,6,4,,82.6,69.9,,40.1,29.2,58.1,.502,9.86,23.7,.415,14.4,19.7,.733,11.8,36.8,16.0,6.83,3.91,13.5,18.5
131,Iona NCAA,33,22,11,.667,3.59,-1.78,,16,4,,11,2,,8,6,,79.6,74.3,,40.2,27.8,60.9,.457,9.91,26.8,.370,14.0,19.7,.711,10.5,36.9,16.7,7.52,4.09,12.8,19.5
132,Iowa State NCAA,35,23,12,.657,16.93,10.16,,10,8,,14,2,,4,7,,81.8,75.0,,40.4,31.1,61.7,.503,8.37,21.7,.387,11.3,16.1,.702,8.69,35.5,16.5,6.23,4.06,11.4,15.5
133,Iowa NCAA,33,22,11,.667,17.01,8.71,,12,6,,13,2,,6,5,,77.6,69.3,,40.3,27.5,61.4,.447,8.15,21.8,.374,14.5,20.3,.717,11.9,38.1,15.8,6.76,4.73,10.3,16.3
134,Purdue-Fort Wayne,34,24,10,.706,0.00,-1.66,,12,4,,12,1,,10,7,,79.4,76.0,,40.3,27.4,59.3,.462,10.4,25.4,.410,14.2,19.7,.720,10.1,36.2,15.1,5.59,3.29,12.3,17.3
135,IUPUI,32,13,19,.406,-5.86,0.11,,9,7,,9,2,,4,15,,68.2,73.8,,40.3,24.5,58.1,.422,5.72,17.2,.333,13.4,19.0,.705,10.0,34.5,11.1,6.66,2.53,13.3,20.3
136,Jackson State,36,20,16,.556,-8.66,-9.54,,12,6,,11,2,,7,13,,68.2,65.3,,40.7,24.9,61.3,.407,6.75,21.7,.311,11.6,18.3,.631,13.2,39.4,12.4,7.75,3.64,12.4,21.4
137,Jacksonville State,31,8,23,.258,-10.26,-3.95,,4,12,,5,10,,2,12,,67.7,72.1,,40.2,23.3,57.8,.402,7.84,22.9,.343,13.4,18.3,.732,10.2,32.1,12.2,5.10,3.10,10.7,19.7
138,Jacksonville,32,16,16,.500,-9.34,-6.09,,8,6,,12,3,,4,11,,76.4,76.0,,40.3,27.1,62.0,.436,8.69,22.3,.389,13.6,20.0,.678,10.6,38.1,12.6,6.47,2.66,11.4,18.5
139,James Madison,32,21,11,.656,6.17,0.50,,11,7,,12,6,,9,3,,75.2,68.7,,40.8,25.9,57.8,.449,8.69,24.2,.359,14.6,21.3,.685,10.5,39.0,12.7,4.34,3.03,11.9,19.1
140,Kansas State,33,17,16,.515,12.31,9.79,,5,13,,12,5,,2,9,,70.7,68.2,,40.8,24.4,56.8,.429,5.30,17.7,.300,16.6,24.2,.688,13.2,36.5,13.9,7.55,2.76,13.9,20.0
141,Kansas NCAA,38,33,5,.868,23.87,11.22,,15,3,,16,0,,7,3,,81.3,67.6,,40.5,28.7,58.1,.495,8.00,19.2,.418,15.8,22.2,.713,10.6,38.0,15.9,6.66,4.16,12.6,18.9
142,Kennesaw State,31,11,20,.355,-8.58,-1.61,,7,7,,8,6,,3,14,,72.2,77.4,,40.2,26.2,58.9,.444,5.77,16.4,.352,14.1,20.2,.701,10.4,33.5,12.2,6.97,3.19,13.1,19.5
143,Kent State,32,19,13,.594,-1.53,-1.47,,10,8,,13,3,,6,8,,73.8,72.4,,40.3,26.1,58.5,.446,5.78,17.6,.328,15.9,23.3,.683,12.7,37.6,11.7,5.31,3.31,11.8,18.1
144,Kentucky NCAA,36,27,9,.750,20.23,8.84,,13,5,,17,0,,4,7,,79.5,68.1,,40.4,28.6,59.7,.478,6.78,18.5,.366,15.6,22.6,.690,12.8,38.8,14.2,5.72,5.75,10.8,20.4
145,La Salle,31,9,22,.290,-6.09,4.65,,4,14,,7,9,,1,12,,64.1,73.5,,40.0,22.3,55.1,.404,8.35,24.6,.340,11.2,16.8,.669,8.84,30.9,12.5,7.00,2.97,12.8,17.4
146,Lafayette,30,6,24,.200,-15.00,-6.00,,3,15,,4,9,,2,15,,71.4,80.4,,41.2,25.3,58.1,.435,8.17,22.4,.365,12.7,18.4,.691,8.07,31.8,13.9,5.70,2.27,13.0,19.6
147,Lamar,30,11,19,.367,-14.69,-8.77,,3,15,,7,9,,4,10,,75.4,77.0,,40.0,25.7,60.6,.424,6.57,20.6,.319,17.5,26.0,.671,13.8,39.0,14.2,7.50,3.87,14.6,23.3
148,Lehigh,32,17,15,.531,-4.42,-5.20,,13,5,,10,5,,7,9,,70.9,69.1,,40.0,25.3,55.5,.456,7.41,18.9,.392,12.8,17.7,.727,9.59,34.2,14.9,6.69,3.22,13.0,17.1
149,Liberty,32,13,19,.406,-10.42,-3.73,,10,8,,8,6,,5,9,,64.7,68.4,,40.0,23.1,51.4,.449,8.84,24.2,.366,9.72,13.6,.717,6.69,29.5,13.1,5.56,1.38,13.8,19.9
150,Lipscomb,33,12,21,.364,-8.85,-3.81,,7,7,,6,9,,5,9,,78.5,81.5,,40.6,26.9,61.1,.440,10.0,27.9,.359,14.6,21.1,.695,10.2,36.4,16.6,6.30,2.97,13.9,19.0
151,Cal State Long Beach,35,20,15,.571,4.09,4.57,,12,4,,11,2,,6,10,,74.7,73.4,,40.4,25.6,59.3,.431,8.20,22.4,.367,15.3,22.2,.688,10.6,35.7,15.2,6.46,2.57,12.3,20.6
152,Long Island University,31,16,15,.516,-11.79,-11.01,,9,9,,8,6,,8,9,,76.2,77.0,,40.5,26.2,60.8,.432,5.77,19.4,.297,18.0,25.1,.715,12.5,37.8,13.9,7.68,2.81,13.6,21.0
153,Longwood,33,10,23,.303,-11.42,-5.15,,5,13,,5,8,,4,12,,72.6,75.8,,40.3,26.1,57.5,.453,6.88,19.7,.349,13.6,19.3,.708,10.6,36.3,12.8,6.21,2.76,14.4,18.9
154,Louisiana,34,19,15,.559,2.62,-1.94,,12,8,,13,3,,5,11,,79.6,72.8,,40.3,27.4,61.7,.444,6.53,21.1,.310,18.3,26.2,.698,14.3,41.5,12.7,6.41,3.62,12.5,18.6
155,Louisiana-Monroe,34,20,14,.588,-0.18,-1.46,,15,5,,13,0,,6,11,,72.7,69.4,,40.9,26.4,57.5,.458,6.62,18.7,.354,13.4,19.0,.702,11.1,36.3,14.1,5.82,3.32,12.1,17.5
156,Louisiana State,33,19,14,.576,8.79,7.00,,11,7,,15,3,,3,8,,78.8,77.1,,40.3,27.7,60.3,.460,6.15,18.8,.327,17.2,25.9,.665,11.2,37.3,15.4,7.97,2.73,11.9,18.5
157,Louisiana Tech,33,23,10,.697,-0.07,-4.40,,12,6,,16,1,,7,7,,79.5,72.6,,40.8,27.7,60.6,.458,7.09,21.3,.332,17.0,25.5,.665,10.8,38.1,14.0,7.48,4.30,12.5,18.1
158,Louisville,31,23,8,.742,21.57,7.74,,12,6,,18,1,,4,7,,75.0,61.1,,40.0,27.9,59.6,.469,6.00,17.3,.347,13.1,19.0,.690,13.4,38.2,13.5,7.16,4.81,11.4,19.3
159,Loyola (IL),32,15,17,.469,-0.70,1.11,,7,11,,9,7,,4,7,,64.3,65.1,,40.5,22.6,53.1,.425,6.13,17.7,.347,12.9,17.7,.731,7.69,30.5,11.6,5.91,2.81,12.7,18.3
160,Loyola Marymount,31,14,17,.452,-3.63,0.87,,6,12,,8,6,,5,10,,71.2,74.8,,40.8,25.7,61.4,.418,7.32,21.6,.339,12.5,17.3,.726,11.3,33.8,15.5,6.81,2.90,11.4,20.4
161,Loyola (MD),30,9,21,.300,-10.90,-5.24,,8,10,,5,9,,4,12,,69.7,75.3,,41.0,24.4,56.7,.430,5.37,17.7,.304,15.5,21.8,.712,11.1,35.1,11.3,5.40,3.40,13.1,21.6
162,Maine,30,8,22,.267,-17.39,-6.49,,4,12,,5,8,,3,14,,76.0,86.9,,40.5,27.5,63.6,.432,7.60,22.4,.339,13.4,20.4,.656,11.2,35.2,14.4,8.30,3.00,16.4,21.3
163,Manhattan,31,13,18,.419,-7.48,-3.12,,9,11,,8,6,,4,11,,68.8,73.2,,40.5,22.8,53.0,.431,7.48,20.7,.361,15.6,21.1,.740,7.81,29.5,14.1,7.68,2.29,14.3,21.7
164,Marist,30,7,23,.233,-11.69,-4.52,,4,16,,4,10,,2,12,,71.5,78.7,,40.7,24.1,57.1,.422,8.27,24.2,.342,15.0,20.5,.733,8.70,32.5,11.7,4.60,2.70,12.1,19.6
165,Marquette,33,20,13,.606,7.66,5.57,,8,10,,12,7,,5,5,,76.3,74.2,,40.6,26.8,57.2,.468,5.88,17.3,.339,16.8,23.2,.726,9.42,35.7,16.2,7.82,4.15,14.7,18.8
166,Marshall,33,17,16,.515,0.83,-0.30,,12,6,,10,4,,5,9,,86.0,84.9,,40.3,30.8,66.2,.466,10.1,29.8,.337,14.3,20.6,.693,10.3,37.3,16.8,6.85,3.12,12.8,19.3
167,Maryland-Baltimore County,32,7,25,.219,-15.37,-6.87,,3,13,,4,9,,3,15,,72.1,80.6,,40.3,24.6,55.9,.441,6.75,20.4,.331,16.1,23.6,.683,8.72,31.8,12.3,6.97,1.78,12.4,19.9
168,Maryland-Eastern Shore,32,10,22,.313,-14.23,-6.17,,7,9,,7,4,,3,17,,68.1,75.0,,40.5,23.7,53.6,.443,6.28,19.1,.330,14.3,20.3,.708,10.5,34.4,12.6,5.88,2.25,16.0,21.6
169,Maryland NCAA,36,27,9,.750,16.71,8.31,,12,6,,16,1,,4,6,,75.7,66.7,,40.1,26.2,53.9,.486,7.42,20.5,.361,15.9,20.7,.768,8.86,35.8,13.6,5.83,5.39,12.7,16.8
170,Massachusetts-Lowell,29,11,18,.379,-13.59,-6.17,,7,9,,6,6,,5,12,,76.6,82.8,,40.3,27.6,58.8,.469,8.28,22.7,.364,13.1,19.2,.685,8.59,32.7,14.7,7.07,2.45,15.7,20.6
171,Massachusetts,32,14,18,.438,0.64,2.96,,6,12,,9,7,,3,9,,73.5,75.8,,40.6,25.5,59.5,.429,7.31,22.2,.330,15.2,21.7,.699,9.59,35.7,13.8,6.47,3.53,12.8,20.9
172,McNeese State,29,9,20,.310,-15.24,-6.74,,7,11,,7,6,,2,13,,71.8,79.3,,40.9,24.8,60.4,.411,7.07,21.3,.332,15.2,21.7,.700,11.1,36.0,11.4,5.90,4.34,12.8,20.1
173,Memphis,34,19,15,.559,9.84,3.58,,8,10,,14,6,,2,8,,76.6,70.3,,40.3,25.8,62.5,.413,6.06,18.7,.324,18.9,26.2,.722,12.8,40.6,15.0,7.68,5.44,12.0,20.0
174,Mercer,34,19,15,.559,-3.11,-4.55,,8,10,,10,3,,3,11,,71.9,68.8,,40.9,25.6,57.6,.445,6.18,18.0,.343,14.5,19.9,.731,12.8,40.1,15.0,5.12,2.50,12.7,17.3
175,Miami (FL) NCAA,35,27,8,.771,18.52,10.69,,13,5,,15,1,,6,5,,75.2,67.4,,40.1,25.9,54.1,.479,6.89,18.4,.375,16.5,22.1,.749,9.43,34.5,12.5,6.14,3.63,10.9,16.6
176,Miami (OH),33,13,20,.394,-5.91,-0.25,,6,12,,10,8,,3,11,,63.3,68.2,,40.0,21.8,54.0,.404,5.39,17.6,.306,14.3,19.6,.729,9.88,32.4,10.2,6.61,2.18,12.2,18.7
177,Michigan State NCAA,35,29,6,.829,22.59,6.94,,13,5,,14,2,,7,3,,79.8,64.1,,40.3,28.8,59.4,.486,9.17,21.1,.434,13.0,17.8,.729,12.2,41.5,20.5,4.46,5.06,11.6,19.2
178,Michigan NCAA,36,23,13,.639,13.75,7.92,,10,8,,13,4,,4,6,,73.8,67.4,,40.1,26.3,56.9,.462,9.50,25.0,.380,11.7,15.8,.738,8.06,32.0,14.9,5.64,2.25,9.67,15.5
179,Middle Tennessee NCAA,35,25,10,.714,2.66,-0.70,,13,5,,11,3,,8,6,,72.5,68.9,,40.1,26.0,57.9,.449,7.97,20.5,.390,12.6,20.5,.616,10.5,36.7,13.0,6.14,3.51,12.0,20.0
180,Milwaukee,33,20,13,.606,2.89,-2.02,,10,8,,9,4,,7,6,,79.3,72.5,,40.8,26.6,58.4,.456,9.27,25.5,.363,16.8,21.8,.772,9.73,36.2,17.2,4.52,2.61,11.0,17.0
181,Minnesota,31,8,23,.258,0.86,6.86,,2,16,,7,10,,0,9,,68.0,74.0,,40.5,23.4,57.6,.406,6.16,19.9,.310,15.1,21.4,.708,10.0,34.4,12.2,5.48,3.61,11.4,18.2
182,Mississippi State,31,14,17,.452,8.18,6.02,,7,11,,10,5,,2,9,,74.9,72.8,,40.2,27.4,60.1,.456,7.26,21.7,.334,12.8,17.7,.725,10.5,35.4,13.9,6.52,4.26,12.7,19.2
183,Mississippi Valley State,35,8,27,.229,-19.86,-8.11,,6,12,,3,6,,3,19,,65.5,77.3,,40.7,23.6,60.8,.388,5.11,16.9,.303,13.2,19.1,.693,10.9,35.6,10.7,6.89,2.34,13.4,19.2
184,Mississippi,32,20,12,.625,7.91,4.81,,10,8,,12,2,,7,7,,75.2,72.1,,40.3,24.9,59.9,.415,7.88,23.3,.338,17.5,24.7,.709,13.3,38.4,12.9,7.56,3.13,12.1,19.8
185,Missouri-Kansas City,31,12,19,.387,-6.31,-2.24,,4,10,,9,4,,2,13,,69.4,72.3,,40.2,24.1,56.1,.429,6.87,19.0,.362,14.4,21.4,.674,11.5,35.0,11.3,5.84,3.16,13.4,21.0
186,Missouri State,32,13,19,.406,-3.52,2.58,,8,10,,8,7,,4,8,,67.3,72.5,,40.3,23.5,56.8,.414,5.25,16.7,.315,15.0,22.3,.675,10.4,35.5,12.2,6.22,4.06,12.8,19.4
187,Missouri,31,10,21,.323,2.50,6.88,,3,15,,10,7,,0,11,,68.6,73.0,,40.0,23.6,56.0,.422,5.65,18.2,.310,15.7,22.2,.708,9.52,35.8,11.7,5.45,2.61,12.5,20.5
188,Monmouth,36,28,8,.778,5.29,-1.85,,17,3,,11,2,,13,4,,79.5,72.3,,40.3,26.8,61.5,.435,7.83,21.4,.366,18.1,23.6,.768,10.8,38.8,12.3,8.22,3.56,12.3,21.3
189,Montana State,31,14,17,.452,-6.91,-5.35,,9,9,,8,3,,4,12,,76.4,77.8,,40.2,26.8,61.8,.434,9.58,25.7,.373,13.2,19.3,.686,12.7,37.4,12.6,4.81,2.00,12.1,22.0
190,Montana,33,21,12,.636,-0.72,-4.29,,14,4,,12,2,,7,9,,72.5,67.4,,40.3,25.5,54.8,.465,7.70,20.6,.374,13.8,19.9,.696,9.21,34.5,13.7,5.24,2.52,12.4,21.6
191,Morehead State,37,23,14,.622,1.04,-1.65,,11,5,,14,2,,8,11,,73.6,69.0,,40.4,26.3,60.0,.439,5.81,16.0,.363,15.1,21.6,.695,14.6,37.3,14.4,8.22,2.24,12.5,23.2
192,Morgan State,31,9,22,.290,-12.57,-7.97,,6,10,,6,6,,2,15,,67.4,71.7,,40.3,23.7,59.8,.396,5.19,17.3,.301,14.8,21.7,.685,12.2,35.1,11.3,6.06,2.19,11.9,18.5
193,Mount St. Mary's,33,14,19,.424,-9.93,-7.99,,10,8,,9,3,,5,15,,67.2,69.2,,40.5,23.9,59.6,.401,6.85,21.6,.317,12.6,18.2,.692,9.64,31.0,10.9,7.52,3.61,12.2,19.8
194,Murray State,31,17,14,.548,-1.58,-3.06,,10,6,,10,4,,4,8,,71.4,67.5,,40.2,24.8,54.6,.455,7.29,20.0,.364,14.3,19.8,.724,9.94,32.8,14.4,6.00,2.13,11.8,19.9
195,Navy,33,19,14,.576,-4.99,-7.05,,9,9,,6,9,,11,4,,67.6,64.7,,40.6,24.4,53.6,.455,4.27,14.2,.301,14.5,22.7,.640,11.2,36.0,13.6,5.70,3.79,13.0,19.6
196,Omaha,32,18,14,.563,-0.24,-2.04,,10,6,,9,4,,7,9,,85.3,81.8,,40.5,29.8,63.2,.471,6.31,18.7,.337,19.4,26.0,.745,10.6,35.3,14.4,9.28,2.94,12.9,20.5
197,Nebraska,34,16,18,.471,8.84,5.57,,6,12,,10,8,,3,8,,72.2,69.0,,40.3,26.0,58.1,.447,6.47,18.6,.347,13.8,18.9,.730,11.1,35.2,11.7,7.35,3.29,11.8,19.3
198,Nevada-Las Vegas,33,18,15,.545,5.50,3.17,,8,10,,13,3,,2,10,,78.2,73.5,,40.9,26.9,61.1,.440,7.64,23.0,.332,16.8,24.7,.681,11.2,38.5,15.1,8.06,5.09,14.1,21.2
199,Nevada,38,24,14,.632,2.85,1.79,,10,8,,16,3,,5,10,,75.7,72.1,,40.8,25.6,60.3,.424,5.32,17.3,.307,19.2,26.1,.736,12.1,40.4,12.6,6.68,5.68,13.0,20.7
200,New Hampshire,33,20,13,.606,-7.89,-7.05,,11,5,,11,3,,9,10,,71.0,69.6,,40.3,24.5,58.9,.416,6.73,20.2,.333,15.2,21.0,.724,11.4,39.3,11.8,3.82,1.79,11.7,17.7
201,New Mexico State,34,23,11,.676,3.59,-3.54,,13,1,,15,2,,7,8,,71.3,63.1,,40.6,26.1,56.4,.462,5.26,15.8,.333,13.9,20.5,.677,12.2,41.0,14.0,4.15,4.71,13.6,15.7
202,New Mexico,32,17,15,.531,5.21,2.58,,10,8,,12,4,,5,7,,76.0,73.4,,40.2,25.9,55.7,.465,6.13,16.9,.363,18.1,24.5,.738,9.69,36.7,14.4,5.63,4.06,15.3,20.5
203,New Orleans,30,10,20,.333,-14.21,-8.17,,6,12,,7,5,,3,14,,75.0,77.5,,40.2,25.4,60.7,.419,5.40,16.0,.338,18.7,27.2,.688,14.1,37.9,13.6,8.40,2.57,15.1,21.3
204,Niagara,32,7,25,.219,-11.26,-3.86,,5,15,,5,8,,1,14,,64.6,72.0,,40.6,23.0,56.9,.404,5.19,18.4,.282,13.5,19.4,.695,12.0,36.5,10.8,5.16,3.22,14.4,19.6
205,Nicholls State,34,11,23,.324,-16.68,-5.23,,6,12,,8,4,,1,17,,67.6,76.4,,40.4,23.1,55.1,.420,6.24,20.4,.305,15.1,23.0,.655,9.26,33.6,12.7,6.74,4.82,15.7,20.2
206,NJIT,35,20,15,.571,-4.17,-4.56,,8,6,,12,6,,8,9,,75.1,73.9,,40.3,26.0,58.4,.445,8.74,24.7,.354,14.3,19.4,.738,9.43,34.7,16.1,6.46,2.66,12.9,19.2
207,Norfolk State,34,17,17,.500,-7.55,-6.73,,12,4,,9,2,,7,10,,73.4,73.4,,40.3,23.9,56.4,.424,7.12,20.5,.347,18.4,23.8,.775,11.1,34.8,12.1,5.62,5.12,12.4,20.9
208,North Carolina-Asheville NCAA,34,22,12,.647,1.10,-3.25,,12,6,,11,3,,6,7,,75.1,68.0,,40.3,26.4,58.0,.455,5.74,17.7,.323,16.5,23.8,.694,11.6,37.6,12.4,9.18,3.29,13.1,17.3
209,North Carolina A&T,32,10,22,.313,-16.78,-8.49,,7,9,,8,6,,2,13,,67.8,76.0,,40.8,23.3,57.4,.406,6.22,19.8,.314,15.0,21.1,.711,11.2,35.9,10.6,5.06,2.41,13.7,22.4
210,North Carolina Central,32,13,19,.406,-13.00,-10.03,,7,9,,8,5,,3,12,,69.4,69.8,,40.2,24.3,56.4,.432,6.25,18.0,.348,14.4,21.8,.663,12.3,36.8,12.7,5.81,1.69,13.9,19.8
211,North Carolina-Greensboro,34,15,19,.441,-6.01,-3.23,,10,8,,12,4,,3,14,,72.6,73.4,,40.3,26.2,58.7,.446,8.71,24.0,.363,11.6,17.0,.679,9.47,34.3,12.9,6.12,2.53,12.0,19.9
212,North Carolina State,33,16,17,.485,9.83,9.04,,5,13,,11,7,,3,8,,75.2,74.4,,40.3,26.2,60.6,.433,6.27,18.0,.348,16.5,23.5,.699,13.8,39.6,11.6,4.52,4.27,11.1,16.9
213,North Carolina-Wilmington NCAA,33,25,8,.758,6.25,0.35,,14,4,,12,2,,8,5,,79.4,72.1,,40.5,28.1,61.8,.455,6.97,20.5,.340,16.2,23.0,.703,12.0,37.5,13.3,7.45,4.33,11.3,24.0
214,North Carolina NCAA,40,33,7,.825,23.44,10.69,,14,4,,15,1,,6,5,,82.8,70.0,,40.0,30.9,64.0,.482,5.60,17.1,.327,15.4,20.6,.747,14.2,40.6,17.7,6.72,4.42,10.8,17.9
215,North Dakota State,33,20,13,.606,-0.93,-2.99,,8,8,,12,1,,4,11,,68.8,64.5,,40.2,24.8,55.7,.445,6.48,19.1,.340,12.8,18.8,.683,9.15,34.8,10.5,6.00,3.55,10.5,15.8
216,North Dakota,33,17,16,.515,-3.68,-4.91,,10,8,,10,5,,4,9,,75.0,71.7,,40.6,26.5,58.4,.455,6.15,17.1,.359,15.7,23.1,.682,8.88,36.6,13.3,7.79,2.73,13.2,21.0
217,North Florida,34,22,12,.647,-1.41,-3.92,,10,4,,14,3,,7,9,,84.3,79.5,,40.0,29.4,60.7,.484,12.1,29.5,.410,13.4,18.4,.728,8.62,34.4,16.4,5.21,5.06,11.3,16.2
218,North Texas,32,12,20,.375,-9.83,-3.23,,7,11,,11,7,,1,12,,74.6,78.3,,40.2,25.9,57.4,.452,5.84,17.7,.330,16.8,26.2,.643,11.3,36.2,11.3,6.56,3.06,13.8,21.4
219,Northeastern,33,18,15,.545,1.60,1.35,,9,9,,7,7,,8,7,,72.0,70.9,,41.4,24.0,54.8,.439,8.67,23.3,.371,15.3,21.3,.716,8.94,33.7,14.7,6.12,3.30,12.4,16.5
220,Northern Arizona,30,5,25,.167,-18.29,-2.83,,3,15,,4,9,,1,15,,68.5,81.3,,40.8,23.3,58.3,.400,7.33,21.7,.338,14.5,20.6,.704,8.67,33.4,12.4,6.17,2.00,13.0,18.8
221,Northern Colorado,31,10,21,.323,-12.22,-4.01,,7,11,,7,9,,3,10,,73.9,80.1,,40.0,25.2,55.7,.452,6.55,17.6,.372,17.1,23.5,.728,10.6,34.7,10.3,5.74,2.52,13.8,22.7
222,Northern Illinois,34,21,13,.618,-0.46,-1.20,,9,9,,18,1,,3,10,,72.4,67.2,,40.3,24.8,57.9,.427,7.00,20.0,.349,15.9,23.3,.684,12.2,39.1,13.9,7.35,3.47,12.6,20.2
223,Northern Iowa NCAA,36,23,13,.639,8.78,4.44,,11,7,,11,3,,6,8,,68.8,64.0,,40.4,23.6,51.8,.455,8.28,22.1,.374,13.3,17.6,.757,5.42,30.3,11.9,5.67,2.61,9.92,15.6
224,Northern Kentucky,30,9,21,.300,-6.87,-0.69,,5,13,,7,7,,2,13,,70.5,74.4,,40.3,25.2,57.3,.439,7.80,21.9,.357,12.4,18.2,.683,9.37,34.4,14.6,4.73,2.93,13.5,20.5
225,Northwestern State,28,8,20,.286,-15.74,-5.66,,5,13,,6,7,,2,13,,79.4,86.2,,40.0,27.5,60.3,.456,7.39,20.6,.358,17.0,22.3,.766,10.2,32.8,15.5,6.21,3.21,14.5,20.0
226,Northwestern,32,20,12,.625,10.16,4.12,,8,10,,14,4,,5,6,,72.0,66.0,,40.8,26.2,58.1,.450,8.69,24.3,.358,11.0,16.5,.667,10.7,36.5,16.5,3.88,3.78,10.3,18.9
227,Notre Dame NCAA,36,24,12,.667,14.10,9.57,,11,7,,14,2,,5,5,,75.1,70.6,,40.1,27.0,56.7,.476,7.28,19.4,.374,13.8,18.6,.742,10.6,35.1,13.3,5.47,3.97,9.97,15.1
228,Oakland,35,23,12,.657,6.30,-1.61,,13,5,,8,4,,11,5,,86.4,78.5,,40.1,28.6,62.5,.458,9.03,22.7,.398,20.1,26.1,.770,11.4,39.2,15.6,6.14,3.31,11.4,19.1
229,Ohio State,35,21,14,.600,9.39,7.08,,11,7,,15,6,,4,6,,70.3,68.0,,40.6,25.0,57.0,.439,6.26,18.7,.334,14.0,20.5,.684,10.8,38.1,11.3,5.46,5.23,12.9,17.7
230,Ohio,35,23,12,.657,1.90,-1.18,,11,7,,16,3,,5,6,,78.5,74.8,,40.3,26.8,56.9,.470,8.46,21.9,.386,16.5,21.7,.759,8.26,35.7,13.9,4.49,3.66,11.8,18.1
231,Oklahoma State,32,12,20,.375,8.18,8.81,,3,15,,8,8,,1,9,,66.5,67.1,,40.5,22.6,53.4,.423,6.41,19.5,.328,14.9,20.4,.729,9.69,34.7,12.2,5.59,4.13,12.6,19.9
232,Oklahoma NCAA,37,29,8,.784,19.76,11.14,,12,6,,14,1,,7,5,,79.7,71.1,,40.4,27.5,60.1,.458,10.3,24.5,.422,14.3,19.8,.722,11.0,38.3,14.5,6.68,5.08,13.1,17.0
233,Old Dominion,38,25,13,.658,4.66,-2.31,,12,6,,11,4,,7,6,,68.5,61.6,,40.3,26.0,58.6,.443,4.18,13.9,.301,12.4,18.2,.682,13.2,38.8,13.3,5.82,3.95,9.11,18.1
234,Oral Roberts,31,14,17,.452,-2.69,0.59,,6,10,,8,4,,4,12,,76.0,76.9,,40.2,26.8,58.7,.457,6.26,16.6,.377,16.1,21.5,.749,9.65,35.5,12.4,5.23,4.29,12.0,18.2
