,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
117,Hampton,28,9,19,.321,-13.51,-5.97,,5,11,,7,4,,2,11,,64.8,69.5,,40.4,22.4,56.1,.399,5.75,19.6,.293,14.2,20.3,.700,8.36,34.5,10.4,5.18,4.04,12.6,18.4
118,Hartford,32,12,20,.375,-9.89,-7.55,,9,9,,7,5,,5,13,,69.8,72.2,,40.2,25.0,55.6,.449,9.28,25.1,.369,10.6,15.3,.690,7.75,32.4,12.2,6.03,3.16,12.2,15.0
119,Harvard,26,13,13,.500,-4.59,-4.12,,5,9,,9,6,,4,7,,71.5,69.1,,40.6,26.0,60.2,.432,8.50,25.7,.330,11.0,15.8,.693,9.35,34.7,11.3,7.62,2.42,12.3,15.7
120,Hawaii,28,17,11,.607,-0.04,-2.57,,12,5,,10,4,,5,5,,68.9,64.1,,40.0,23.8,54.1,.441,8.14,22.7,.358,13.1,17.6,.744,9.21,35.2,12.3,3.54,2.14,13.0,16.8
121,High Point,32,14,18,.438,-6.55,-3.41,,7,9,,10,6,,3,10,,69.5,69.8,,41.1,25.3,57.2,.442,6.50,19.4,.335,12.5,19.6,.640,10.1,35.7,12.5,6.47,4.66,13.3,17.3
122,Hofstra,32,21,11,.656,1.62,-0.78,,13,5,,12,2,,8,8,,77.9,72.9,,40.3,29.0,62.6,.463,9.53,28.0,.340,10.4,13.1,.797,8.22,33.2,15.5,7.97,2.72,10.3,14.9
123,Holy Cross,31,9,22,.290,-16.78,-7.81,,7,11,,5,9,,4,11,,65.2,70.7,,40.0,23.9,57.8,.414,5.84,17.0,.343,11.5,16.3,.708,10.0,33.8,10.2,5.94,3.81,12.5,16.9
124,Houston Baptist,29,11,18,.379,-14.13,-6.37,,6,8,,7,6,,3,8,,75.5,76.6,,40.7,26.3,59.0,.445,6.90,21.4,.322,16.1,22.6,.711,11.4,36.2,13.4,7.90,2.55,15.1,19.0
125,Houston,33,28,5,.848,22.01,5.10,,15,3,,16,1,,7,3,,76.0,59.1,,40.5,28.2,60.1,.470,8.00,23.5,.341,11.5,17.2,.668,13.4,39.4,16.6,8.18,5.27,11.4,17.4
126,Howard,29,16,13,.552,-6.54,-8.31,,9,5,,9,4,,5,8,,76.4,69.6,,40.2,26.2,59.6,.439,8.45,23.6,.359,15.6,20.9,.745,10.2,34.4,14.4,8.38,3.59,14.8,18.1
127,Idaho State,30,7,23,.233,-14.61,-4.93,,5,15,,5,8,,2,14,,64.4,71.5,,40.2,22.4,53.6,.419,7.07,22.8,.310,12.4,18.2,.684,9.87,32.7,10.4,4.53,2.20,13.8,18.2
128,Idaho,31,9,22,.290,-12.83,-4.41,,6,14,,8,7,,1,12,,73.0,79.6,,40.3,25.2,56.9,.442,8.00,21.5,.372,14.7,20.0,.735,8.19,34.2,11.9,3.55,2.23,13.6,19.6
129,Illinois-Chicago,30,14,16,.467,-8.51,-6.09,,9,10,,6,6,,8,8,,72.0,72.9,,40.5,26.6,60.5,.440,9.03,27.9,.324,9.73,13.8,.705,8.70,33.4,14.7,5.77,3.97,12.0,17.2
130,Illinois State,33,13,20,.394,-0.37,1.15,,5,13,,11,6,,1,11,,74.2,74.7,,41.1,26.3,58.4,.451,7.85,21.4,.367,13.6,18.3,.745,9.73,35.3,12.3,6.79,4.73,13.8,17.4
131,Illinois,31,22,9,.710,17.78,9.65,,15,5,,13,3,,7,4,,75.8,67.6,,40.3,26.7,58.9,.453,9.23,25.1,.367,13.2,18.6,.708,11.6,38.6,15.4,5.16,3.00,12.2,16.4
132,Incarnate Word,32,7,25,.219,-16.68,-3.99,,3,11,,5,10,,1,11,,67.0,76.4,,40.0,23.0,55.4,.416,8.63,24.8,.348,12.3,15.8,.784,7.94,29.7,11.6,5.19,1.78,13.5,17.4
133,Indiana State,31,11,20,.355,-3.06,2.37,,4,14,,8,6,,2,11,,70.5,71.9,,40.8,25.0,56.7,.441,8.71,26.1,.333,11.7,15.0,.778,6.19,34.0,13.1,6.00,1.94,13.2,15.2
134,Indiana,33,20,13,.606,13.79,8.24,,9,11,,14,4,,3,8,,71.5,65.9,,40.5,26.0,56.8,.459,6.12,18.1,.339,13.3,19.0,.699,9.00,36.3,14.9,5.73,4.97,11.9,17.2
135,Iona,32,25,7,.781,5.16,-1.81,,17,3,,13,0,,7,4,,75.3,68.3,,40.3,26.3,59.0,.446,7.13,21.4,.333,15.4,22.2,.697,11.3,37.0,16.1,6.47,6.16,12.6,18.2
136,Iowa State,32,20,12,.625,12.41,8.94,,7,11,,14,5,,4,6,,66.5,63.0,,40.3,24.5,55.8,.439,6.72,20.9,.321,10.8,15.7,.684,9.44,32.0,14.7,8.41,3.06,13.8,18.0
137,Iowa,34,25,9,.735,19.58,6.99,,12,8,,15,3,,6,6,,84.0,71.4,,40.3,30.0,64.6,.465,9.32,25.1,.371,14.6,19.5,.752,11.9,37.5,16.1,7.24,4.41,9.26,16.1
138,Purdue-Fort Wayne,32,21,11,.656,-5.08,-6.94,,15,6,,14,2,,6,7,,73.7,69.1,,40.6,26.3,57.3,.459,9.56,25.7,.372,11.5,15.3,.753,7.47,30.9,14.3,8.84,2.50,13.4,15.4
139,IUPUI,29,3,26,.103,-23.33,-6.26,,1,16,,2,11,,1,13,,52.4,67.1,,40.0,19.2,50.6,.380,5.14,17.6,.292,8.90,13.3,.667,10.3,31.5,10.4,5.72,2.55,16.6,17.7
140,Jackson State,30,11,19,.367,-9.82,-5.32,,9,9,,6,3,,5,15,,61.0,65.5,,40.2,23.1,56.7,.408,5.17,17.2,.300,9.53,15.0,.634,11.2,35.1,10.8,6.10,3.90,13.2,17.1
141,Jacksonville State,31,21,10,.677,0.05,-4.33,,13,3,,11,4,,9,5,,73.9,66.8,,40.2,26.4,56.0,.472,9.32,24.0,.388,11.8,17.3,.681,9.58,36.9,14.5,6.19,2.94,13.3,14.1
142,Jacksonville,31,21,10,.677,-1.93,-5.07,,11,5,,15,0,,6,10,,67.1,59.3,,40.2,24.8,55.0,.450,6.03,17.4,.347,11.5,16.3,.708,10.8,36.4,12.5,6.55,1.94,11.4,15.1
143,James Madison,29,15,14,.517,-4.31,-1.28,,6,12,,9,6,,5,6,,75.1,73.2,,40.5,27.7,59.9,.463,7.41,21.5,.345,12.2,17.6,.697,9.28,33.4,13.4,8.52,2.10,12.4,16.4
144,Kansas State,31,14,17,.452,10.72,9.18,,6,12,,9,7,,5,7,,69.0,67.5,,40.3,24.1,57.4,.420,8.42,24.3,.346,12.3,17.0,.726,8.87,33.2,12.5,7.32,1.65,11.5,17.1
145,Kansas,34,28,6,.824,21.83,11.39,,14,4,,16,1,,6,4,,78.6,68.1,,40.4,28.6,59.6,.481,7.15,20.1,.355,14.1,19.5,.724,11.1,37.4,15.4,6.41,4.15,12.5,15.9
146,Kennesaw State,31,13,18,.419,-4.30,-2.41,,7,9,,10,6,,3,12,,74.8,71.2,,40.6,27.4,59.2,.463,8.32,22.8,.365,11.6,17.6,.662,10.7,35.5,14.4,7.13,2.77,12.4,17.1
147,Kent State,33,23,10,.697,0.38,-2.78,,16,4,,11,4,,8,4,,71.0,64.7,,40.0,25.0,56.7,.441,7.48,22.7,.330,13.5,18.1,.747,10.4,36.0,12.4,7.15,3.48,12.4,18.1
148,Kentucky,33,26,7,.788,21.85,8.40,,14,4,,18,0,,6,5,,79.5,66.0,,40.2,30.4,62.8,.485,6.15,17.6,.349,12.5,17.1,.730,12.9,40.3,16.1,6.82,4.18,11.5,14.2
149,La Salle,30,11,19,.367,-3.36,0.68,,5,13,,8,7,,2,10,,67.5,71.5,,40.5,24.8,59.9,.414,7.63,23.9,.319,10.3,15.0,.687,10.8,36.5,13.4,5.90,4.27,13.1,17.2
150,Lafayette,30,10,20,.333,-12.51,-6.58,,7,11,,6,9,,4,11,,67.8,72.8,,40.8,25.2,58.3,.433,8.77,26.7,.328,8.57,12.5,.684,8.03,31.9,16.2,6.27,3.37,11.0,14.4
151,Lamar,29,2,27,.069,-15.49,-2.23,,0,16,,2,9,,0,18,,61.3,73.0,,40.0,22.9,57.0,.401,5.24,17.5,.299,10.3,14.9,.688,11.0,34.8,11.1,5.83,2.97,14.6,18.8
152,Lehigh,32,13,19,.406,-10.72,-7.46,,10,8,,9,7,,4,12,,68.4,71.4,,40.2,24.9,55.7,.447,8.13,21.3,.382,10.6,14.3,.741,6.94,33.3,14.2,4.41,3.56,13.3,16.9
153,Liberty,33,22,11,.667,2.11,-3.75,,12,4,,13,3,,6,3,,73.4,63.5,,40.3,25.8,54.6,.473,10.3,27.0,.382,11.5,15.2,.756,7.09,34.3,14.7,5.39,1.91,11.6,15.0
154,Lipscomb,33,14,19,.424,-8.26,-3.13,,6,10,,9,6,,3,13,,74.0,76.8,,40.0,25.8,56.4,.457,8.09,23.5,.344,14.4,19.8,.729,7.64,35.9,15.2,4.42,2.70,12.9,13.5
155,Long Beach State,32,20,12,.625,0.20,0.53,,14,3,,11,3,,6,6,,73.9,72.4,,40.5,24.9,56.8,.438,6.19,17.7,.350,15.8,21.6,.728,9.88,34.7,12.3,6.88,3.19,12.8,15.8
156,Long Island University,30,16,14,.533,-7.47,-6.88,,12,6,,12,1,,4,13,,74.8,73.5,,40.3,27.1,63.2,.428,7.93,25.3,.314,12.8,18.8,.680,11.8,39.4,16.9,7.70,4.90,13.6,16.9
157,Longwood,32,26,6,.813,0.05,-7.06,,15,1,,16,1,,7,5,,76.3,65.1,,40.3,26.7,58.8,.454,8.19,21.6,.380,14.8,20.5,.724,12.0,37.3,14.0,7.75,2.44,12.0,15.4
158,Louisiana,31,16,15,.516,-2.44,-2.65,,8,9,,7,6,,6,8,,71.1,69.4,,40.3,24.7,57.8,.428,7.35,21.3,.346,14.3,20.3,.703,11.9,38.8,12.4,6.81,4.35,15.4,17.9
159,Louisiana-Monroe,31,13,18,.419,-8.36,-2.25,,5,13,,8,7,,5,10,,72.5,74.3,,40.5,27.1,59.6,.454,7.06,20.9,.338,11.3,15.5,.724,8.90,32.4,15.0,7.19,2.74,12.7,16.8
160,Louisiana State,33,22,11,.667,18.09,8.52,,9,9,,15,2,,3,8,,73.1,63.5,,40.3,26.1,59.4,.440,6.55,20.5,.319,14.3,19.6,.732,12.1,36.9,12.7,11.1,4.36,14.5,19.3
161,Louisiana Tech,34,24,10,.706,5.48,0.35,,12,6,,13,3,,8,5,,75.2,68.0,,40.0,26.8,58.9,.455,8.26,24.3,.340,13.4,18.5,.725,9.26,36.2,13.7,6.50,2.15,11.5,14.6
162,Louisville,32,13,19,.406,3.94,6.72,,6,14,,8,8,,2,10,,67.3,70.1,,40.3,24.8,58.8,.422,7.69,24.8,.309,9.94,14.8,.674,9.97,36.5,11.9,6.13,2.41,12.2,17.2
163,Loyola (IL),32,25,7,.781,14.26,3.03,,13,5,,12,2,,8,3,,73.8,61.7,,40.6,26.3,54.3,.483,8.91,23.3,.383,12.4,17.3,.719,7.69,34.0,15.0,6.88,2.44,12.2,17.2
164,Loyola Marymount,29,11,18,.379,-1.55,3.63,,3,12,,6,7,,3,9,,69.3,74.1,,40.3,24.8,54.5,.454,7.24,21.0,.345,12.6,17.4,.719,7.90,29.7,11.1,5.45,1.72,13.3,17.8
165,Loyola (MD),30,14,16,.467,-8.39,-7.95,,8,10,,10,3,,3,12,,66.1,65.7,,40.3,24.9,56.3,.442,6.90,21.6,.319,9.43,13.8,.684,8.20,32.1,14.9,7.83,2.67,13.0,15.3
166,Maine,29,6,23,.207,-18.26,-5.22,,3,15,,5,9,,1,14,,62.4,71.1,,40.0,23.6,57.0,.414,6.76,22.0,.308,8.45,11.9,.710,8.83,31.4,13.3,7.17,2.76,12.6,17.4
167,Manhattan,30,15,15,.500,-7.97,-4.18,,8,12,,8,5,,4,9,,70.9,72.6,,40.5,24.3,55.3,.440,5.63,18.3,.307,16.6,22.5,.735,10.1,33.3,11.5,7.17,3.33,14.5,18.0
168,Marist,30,14,16,.467,-4.55,-5.15,,9,11,,7,6,,7,9,,68.8,68.2,,40.5,25.4,57.9,.439,7.50,21.8,.344,10.4,14.5,.719,9.13,35.1,8.97,5.83,3.37,12.4,15.6
169,Marquette,31,19,12,.613,12.60,9.08,,11,8,,13,3,,4,7,,74.4,70.9,,40.3,26.9,59.4,.453,8.61,24.8,.347,11.9,15.9,.747,7.68,34.7,16.0,7.87,5.10,12.5,17.5
170,Marshall,33,12,21,.364,-4.37,0.34,,4,14,,8,9,,3,11,,74.0,76.5,,40.0,27.8,63.8,.436,7.58,25.2,.301,10.7,15.2,.705,10.8,37.2,14.3,6.76,4.85,13.1,15.5
171,Maryland-Baltimore County,32,18,14,.563,-5.96,-6.41,,11,7,,11,4,,6,10,,73.7,72.1,,40.2,25.4,57.3,.444,9.19,24.3,.378,13.7,17.5,.784,7.38,32.8,12.4,4.78,2.06,11.0,13.3
172,Maryland-Eastern Shore,26,11,15,.423,-12.41,-7.24,,6,8,,6,4,,5,10,,66.8,66.4,,40.4,23.7,57.8,.409,7.77,24.3,.320,11.7,18.0,.648,10.9,34.5,12.5,10.2,2.27,15.3,16.8
173,Maryland,32,15,17,.469,9.74,9.52,,7,13,,10,8,,3,7,,70.9,70.7,,40.3,24.7,57.0,.433,6.91,21.2,.326,14.7,19.3,.759,9.47,35.2,11.6,6.38,3.19,11.4,15.2
174,Massachusetts-Lowell,31,15,16,.484,-6.97,-6.54,,7,11,,8,6,,6,9,,70.7,65.8,,40.3,26.8,60.2,.445,5.90,19.3,.306,11.2,15.9,.702,10.5,35.9,11.7,7.32,4.16,12.5,16.0
175,Massachusetts,32,15,17,.469,-0.53,1.84,,7,11,,10,5,,3,8,,75.7,78.1,,40.5,25.7,59.4,.433,9.50,25.6,.371,14.8,19.5,.758,10.5,33.7,13.7,6.47,2.59,11.6,17.1
176,McNeese State,33,11,22,.333,-11.41,-4.68,,4,10,,6,5,,2,13,,78.2,77.4,,40.9,28.3,62.8,.451,6.45,20.6,.313,15.2,23.0,.659,13.9,40.5,12.7,7.79,3.52,16.2,20.1
177,Memphis,30,21,9,.700,14.73,6.87,,13,5,,13,2,,5,6,,76.2,68.3,,40.0,27.1,57.4,.472,6.50,17.9,.364,15.5,22.3,.695,12.6,38.9,16.1,8.83,5.73,16.4,18.7
178,Mercer,33,16,17,.485,-3.28,-1.02,,8,10,,10,4,,4,11,,70.5,70.5,,40.3,25.1,54.9,.457,8.12,23.2,.351,12.2,15.8,.770,7.88,32.9,14.3,6.15,2.97,12.4,15.2
179,Merrimack,30,14,16,.467,-10.60,-6.57,,9,8,,7,7,,7,9,,61.4,64.4,,40.3,22.4,53.3,.421,7.13,21.6,.331,9.43,14.0,.675,7.47,28.5,11.5,9.03,4.00,11.8,15.9
180,Miami (FL),33,23,10,.697,10.12,6.33,,14,6,,10,5,,10,2,,74.8,71.0,,40.2,27.6,57.7,.478,7.30,20.7,.353,12.4,16.6,.743,7.52,30.5,14.0,8.73,2.94,9.61,14.9
181,Miami (OH),32,14,18,.438,-5.97,-3.76,,8,12,,9,8,,5,9,,75.3,73.5,,40.3,27.2,61.9,.439,9.13,26.4,.346,11.8,14.9,.787,9.84,34.6,13.8,5.53,3.16,10.4,16.0
182,Michigan State,34,22,12,.647,13.78,10.14,,11,9,,12,3,,5,6,,72.1,68.4,,40.0,26.0,56.9,.457,7.18,19.0,.378,12.9,17.3,.747,10.0,37.1,15.8,5.82,5.06,13.1,16.9
183,Michigan,31,17,14,.548,14.10,10.93,,11,9,,10,5,,5,7,,73.0,69.9,,40.0,27.1,57.9,.468,6.35,18.7,.340,12.5,16.7,.746,10.0,35.5,14.2,4.77,3.10,11.5,15.5
184,Middle Tennessee,33,23,10,.697,4.00,-0.90,,13,5,,15,0,,5,9,,74.4,67.2,,40.6,26.0,58.3,.446,8.24,25.1,.328,14.2,18.7,.760,10.5,35.3,12.5,8.03,4.18,13.2,18.2
185,Milwaukee,32,10,22,.313,-12.94,-6.07,,8,14,,6,10,,4,10,,64.8,70.8,,40.0,23.8,56.4,.422,6.22,19.6,.317,10.9,15.3,.717,8.94,35.9,11.4,4.91,3.72,13.2,16.9
186,Minnesota,30,13,17,.433,6.42,8.62,,4,16,,8,7,,3,9,,67.0,69.2,,40.3,24.8,56.6,.438,7.80,21.2,.368,9.60,13.4,.718,6.00,30.7,12.6,5.33,2.77,9.20,14.1
187,Mississippi State,33,18,15,.545,12.38,7.92,,8,10,,14,3,,1,9,,70.9,66.4,,40.5,25.4,55.9,.454,4.64,15.7,.295,15.5,21.5,.722,11.5,36.6,13.4,8.06,3.42,13.1,15.7
188,Mississippi Valley State,28,2,26,.071,-21.96,-6.21,,2,16,,0,11,,2,15,,67.2,83.0,,40.9,23.8,61.3,.387,7.11,23.3,.305,12.6,19.3,.655,9.61,31.5,11.4,7.32,2.39,13.4,18.1
189,Mississippi,32,13,19,.406,7.08,7.62,,4,14,,10,8,,2,7,,68.1,68.7,,40.5,24.8,57.0,.435,6.94,21.3,.326,11.6,16.3,.711,9.25,33.4,13.2,7.09,2.78,12.2,15.2
190,Kansas City,31,19,12,.613,-4.93,-4.67,,12,6,,11,3,,8,7,,74.5,67.3,,40.0,27.6,57.7,.478,7.26,19.8,.366,12.1,17.9,.676,6.74,31.2,13.2,7.42,2.77,10.5,20.2
191,Missouri State,33,23,10,.697,9.07,1.07,,13,5,,12,4,,8,4,,77.5,68.3,,40.3,28.1,58.1,.484,8.30,22.2,.374,12.9,16.2,.795,8.00,35.3,12.3,5.33,3.30,10.6,15.5
192,Missouri,33,12,21,.364,3.35,9.51,,5,13,,8,8,,2,10,,65.5,70.5,,40.2,23.9,56.2,.426,5.18,18.5,.281,12.4,16.8,.736,10.9,35.0,12.1,6.52,4.06,14.4,17.8
193,Monmouth,34,21,13,.618,-0.76,-2.06,,11,9,,9,5,,10,7,,68.6,67.3,,40.3,23.6,56.3,.418,6.35,19.2,.331,15.1,20.8,.728,10.4,36.5,11.7,6.26,3.32,11.7,18.1
194,Montana State,34,27,7,.794,0.54,-5.99,,16,4,,13,1,,9,6,,77.0,68.5,,40.4,26.5,55.8,.475,7.65,20.7,.369,16.3,21.6,.753,8.68,35.5,13.2,5.24,3.74,12.8,18.1
195,Montana,32,18,14,.563,-6.12,-5.84,,11,9,,14,3,,4,10,,72.2,66.9,,40.2,24.8,54.8,.453,7.00,20.0,.349,15.6,19.8,.785,6.25,30.6,13.1,5.50,2.84,10.3,18.7
196,Morehead State,34,23,11,.676,1.20,-3.03,,13,5,,12,2,,8,8,,70.0,63.5,,40.1,25.5,56.0,.456,8.32,23.1,.360,10.6,15.9,.667,10.3,36.6,16.1,5.85,5.76,13.5,15.0
197,Morgan State,27,13,14,.481,-12.36,-7.88,,7,6,,8,3,,3,9,,75.4,72.4,,40.2,27.6,63.0,.439,6.37,20.0,.319,13.7,20.4,.673,12.0,36.9,15.0,8.48,3.44,15.5,19.6
198,Mount St. Mary's,30,14,16,.467,-7.95,-6.95,,9,7,,8,5,,6,11,,66.1,65.3,,40.3,25.0,56.4,.443,5.93,17.2,.345,10.2,14.8,.688,10.7,35.0,13.3,5.70,4.03,12.9,15.7
199,Murray State,32,30,2,.938,10.48,-3.52,,18,0,,15,0,,11,1,,79.3,62.3,,40.0,29.0,60.6,.479,8.06,22.8,.353,13.2,19.0,.694,12.5,39.2,14.7,7.91,3.13,11.4,15.0
200,Navy,32,21,11,.656,-2.91,-6.33,,12,6,,9,6,,11,5,,65.0,60.1,,40.3,24.1,56.0,.430,5.75,17.7,.326,11.1,16.9,.655,11.8,37.3,12.3,7.06,3.34,12.9,16.0
201,Omaha,30,5,25,.167,-16.45,-1.72,,4,14,,5,9,,0,15,,69.6,83.5,,40.0,25.2,58.4,.431,7.07,19.9,.355,12.2,16.7,.731,8.73,32.8,10.9,4.80,2.57,13.7,19.2
202,Nebraska,32,10,22,.313,3.49,8.74,,4,16,,7,12,,3,8,,73.3,78.5,,40.8,26.0,58.6,.444,7.00,21.9,.320,14.3,19.5,.731,7.31,33.1,12.8,7.19,2.72,12.6,17.4
203,Nevada-Las Vegas,32,18,14,.563,7.77,5.16,,10,8,,14,4,,4,7,,69.9,65.6,,40.0,24.4,57.6,.425,8.22,24.5,.336,12.8,17.3,.738,9.63,36.1,13.8,6.13,2.81,11.2,17.8
204,Nevada,31,13,18,.419,4.29,6.66,,6,12,,7,7,,3,9,,72.5,73.7,,40.0,25.9,57.6,.449,6.97,20.9,.333,13.8,18.5,.749,8.29,34.7,14.6,6.39,3.32,13.2,17.6
205,New Hampshire,28,15,13,.536,-6.22,-7.11,,10,8,,10,4,,5,9,,68.8,65.0,,40.0,25.2,57.3,.440,8.64,23.6,.366,9.68,14.5,.669,9.96,35.9,12.1,4.64,2.86,9.07,13.4
206,New Mexico State,32,26,6,.813,6.81,0.60,,13,4,,13,2,,9,3,,73.3,65.0,,40.2,25.9,56.6,.457,7.84,24.0,.326,13.7,19.7,.698,11.1,38.5,13.9,5.06,4.16,14.0,15.9
207,New Mexico,32,13,19,.406,1.77,4.84,,5,12,,11,7,,2,9,,74.3,75.3,,40.3,26.1,60.0,.434,7.78,22.6,.344,14.3,19.1,.750,8.66,34.0,11.8,6.25,4.34,11.7,18.3
208,New Orleans,31,18,13,.581,-7.05,-7.05,,10,4,,12,2,,3,9,,77.3,73.9,,40.3,27.9,59.3,.471,4.16,13.4,.312,17.3,23.7,.729,9.19,36.3,13.2,7.87,2.81,14.3,18.6
209,Niagara,30,14,16,.467,-3.41,-3.30,,9,11,,7,4,,5,10,,67.4,65.5,,40.5,24.6,55.9,.439,6.97,20.2,.345,11.3,15.5,.731,7.63,32.4,12.2,5.63,2.67,10.9,15.2
210,Nicholls State,32,21,11,.656,-3.42,-6.14,,11,3,,11,1,,7,7,,79.1,71.4,,40.3,31.1,65.7,.473,8.19,24.8,.330,8.81,14.0,.631,11.9,38.4,13.5,8.31,3.94,12.3,18.2
211,NJIT,29,11,18,.379,-14.51,-6.04,,6,12,,6,8,,5,10,,63.0,70.0,,40.5,22.6,55.3,.409,6.41,19.6,.327,11.3,17.2,.659,8.28,34.3,10.1,6.07,3.66,12.8,15.8
212,Norfolk State,30,24,6,.800,-3.36,-10.28,,12,2,,11,0,,7,6,,75.1,63.7,,40.0,26.5,57.0,.466,7.03,20.2,.348,15.0,21.5,.698,10.1,38.8,12.6,6.70,3.67,14.0,17.7
213,North Alabama,30,9,21,.300,-11.06,-2.94,,2,14,,6,7,,3,12,,69.4,68.5,,40.3,25.1,63.4,.395,8.27,26.2,.316,11.0,14.6,.753,10.9,36.1,10.1,6.83,3.47,11.9,18.6
214,UNC Asheville,30,16,14,.533,-5.21,-5.70,,8,8,,9,6,,6,7,,74.9,68.2,,41.0,25.7,56.4,.455,8.13,22.8,.357,15.4,21.2,.726,9.27,33.9,12.6,6.47,4.93,12.3,15.8
215,North Carolina A&T,32,12,20,.375,-9.85,-4.40,,6,10,,7,4,,3,13,,67.7,70.3,,40.3,25.2,59.3,.424,6.31,20.2,.312,11.0,16.9,.654,11.1,35.5,12.3,7.78,3.22,12.7,19.1
216,North Carolina Central,31,16,15,.516,-11.19,-7.26,,8,5,,9,2,,5,11,,72.8,68.4,,40.5,26.1,58.1,.449,6.48,19.5,.332,14.1,21.1,.668,11.7,36.1,12.4,8.74,2.16,15.7,20.4
217,UNC Greensboro,31,17,14,.548,-2.16,-1.76,,9,9,,9,5,,7,6,,65.0,64.8,,40.5,23.5,54.4,.431,7.23,21.2,.340,10.9,15.0,.725,10.8,35.1,12.0,6.39,1.65,13.1,15.3
218,NC State,32,11,21,.344,3.47,6.07,,4,16,,7,10,,3,7,,73.0,75.6,,40.8,25.8,62.4,.413,8.34,24.5,.341,13.2,18.2,.725,11.8,34.8,11.3,7.03,3.69,10.0,16.5
219,UNC Wilmington,32,23,9,.719,-2.29,-3.49,,15,3,,12,2,,9,5,,70.3,68.0,,40.6,24.7,58.9,.418,7.13,21.7,.328,13.9,19.2,.726,10.5,33.6,10.6,7.66,4.28,10.5,17.7
220,North Carolina,33,24,9,.727,13.14,7.35,,15,5,,15,2,,8,3,,77.5,71.7,,40.3,27.6,61.0,.453,8.27,22.9,.362,14.0,18.1,.772,10.7,39.8,14.8,5.42,3.85,11.7,14.4
221,North Dakota State,33,23,10,.697,-1.00,-4.07,,13,5,,12,3,,9,6,,74.8,68.7,,40.6,26.3,56.9,.462,7.61,21.2,.358,14.7,19.3,.761,8.33,37.4,11.1,3.91,3.45,11.6,15.6
222,North Dakota,31,6,25,.194,-16.05,-4.74,,2,16,,4,11,,1,13,,70.3,78.8,,40.2,23.8,58.9,.405,8.97,26.0,.345,13.6,18.5,.734,10.0,35.5,12.0,4.00,1.87,12.0,17.4
223,North Florida,31,11,20,.355,-8.08,0.35,,7,9,,7,5,,4,15,,68.5,71.2,,40.3,23.4,56.2,.416,9.55,28.2,.339,12.2,16.8,.727,9.10,33.8,12.7,5.55,4.81,14.6,15.7
224,North Texas,30,24,6,.800,9.34,1.16,,16,2,,12,2,,9,1,,64.9,55.0,,40.0,22.5,50.6,.444,7.60,21.3,.356,12.4,19.0,.650,10.3,33.9,10.8,6.70,2.73,11.5,15.7
225,Northeastern,31,9,22,.290,-6.11,-1.31,,2,16,,6,8,,0,12,,64.3,69.1,,40.3,22.9,52.4,.437,6.77,21.2,.320,11.8,16.0,.734,8.06,32.0,11.4,4.71,2.74,14.0,15.2
226,Northern Arizona,32,9,23,.281,-13.09,-3.69,,5,15,,5,11,,3,11,,67.5,73.3,,40.3,24.1,57.7,.417,8.66,24.2,.358,10.8,16.2,.664,10.4,36.7,12.6,4.50,2.50,13.5,18.3
227,Northern Colorado,35,20,15,.571,-4.18,-3.56,,13,7,,9,4,,8,9,,78.2,76.8,,40.4,27.5,58.1,.473,10.3,26.8,.383,13.0,18.0,.721,7.40,34.1,12.3,4.14,2.83,12.3,17.6
228,Northern Illinois,30,9,21,.300,-10.06,-2.62,,6,14,,3,8,,6,11,,64.1,71.5,,40.2,23.0,54.9,.419,5.83,18.4,.317,12.3,18.2,.675,8.47,32.3,11.2,6.27,2.73,13.7,20.4
229,Northern Iowa,30,19,11,.633,6.17,3.41,,14,4,,10,4,,8,4,,74.4,70.5,,40.8,25.6,55.9,.459,8.37,23.9,.350,14.8,18.7,.790,6.90,32.7,11.6,5.67,1.43,11.2,13.8
230,Northern Kentucky,32,20,12,.625,-2.91,-5.91,,14,6,,12,4,,7,7,,69.9,65.1,,40.6,25.2,58.7,.429,8.75,25.3,.345,10.8,15.2,.714,12.4,35.5,13.8,9.06,2.50,13.2,15.3
231,Northwestern State,32,9,23,.281,-13.71,-2.85,,5,9,,6,6,,2,14,,73.8,80.4,,40.0,28.0,62.9,.445,7.28,21.3,.342,10.6,15.3,.694,11.0,35.8,15.0,6.34,3.50,13.9,16.9
232,Northwestern,31,15,16,.484,9.38,7.58,,7,13,,10,6,,3,8,,73.0,69.9,,40.6,26.6,62.2,.427,8.35,24.1,.347,11.5,15.9,.719,9.52,35.5,15.8,6.48,3.48,9.77,17.6
233,Notre Dame,32,22,10,.688,11.13,6.13,,15,5,,14,1,,7,5,,72.5,66.8,,40.3,25.9,56.1,.462,9.16,24.1,.380,11.5,15.1,.758,7.16,34.1,14.2,5.09,1.88,10.3,12.9
234,Oakland,32,20,12,.625,-1.35,-3.85,,12,7,,10,3,,7,8,,74.4,68.6,,40.2,25.8,58.6,.439,7.31,24.3,.301,15.6,19.6,.794,10.8,34.5,13.4,9.03,2.41,12.3,13.7
