,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
117,High Point,30,14,16,.467,-6.74,-6.37,,9,9,,11,4,,3,11,,70.9,66.4,,40.2,25.8,56.4,.458,5.43,15.2,.357,13.8,19.6,.702,10.8,34.6,11.8,7.40,2.73,12.5,18.2
118,Hofstra,31,19,12,.613,-0.53,-1.60,,12,6,,9,4,,9,4,,79.5,77.3,,40.2,28.0,60.3,.465,8.39,22.4,.375,15.1,22.1,.682,11.0,35.6,13.3,5.03,2.68,10.8,18.6
119,Holy Cross,31,12,19,.387,-9.93,-5.83,,8,10,,6,7,,6,10,,63.6,67.7,,40.3,23.4,50.6,.461,6.55,20.1,.326,10.4,15.0,.690,5.74,28.4,13.6,6.23,3.39,12.3,17.3
120,Houston Baptist,31,6,25,.194,-16.14,-3.96,,2,16,,5,8,,1,16,,76.8,84.4,,40.3,27.7,66.4,.418,7.06,21.8,.323,14.3,22.9,.624,15.4,39.3,13.9,6.65,2.90,14.1,19.5
121,Houston NCAA,35,27,8,.771,15.99,4.16,,14,4,,15,0,,6,5,,76.7,64.9,,40.0,27.2,59.0,.461,8.49,21.9,.387,13.8,19.3,.718,11.7,38.6,14.4,6.23,3.03,11.9,21.1
122,Howard,33,10,23,.303,-17.26,-9.75,,7,9,,7,4,,2,18,,74.2,80.4,,40.8,25.7,60.5,.424,8.12,23.4,.347,14.8,20.8,.708,11.3,34.9,12.3,5.39,2.82,13.4,20.5
123,Idaho State,30,14,16,.467,-5.77,-3.70,,9,9,,9,5,,5,10,,73.7,74.4,,40.0,25.9,54.6,.475,8.40,21.2,.396,13.4,19.8,.678,6.80,32.1,11.8,5.63,2.40,13.6,17.5
124,Idaho,31,22,9,.710,0.82,-3.94,,14,4,,11,2,,9,4,,75.2,68.8,,40.2,26.4,56.4,.468,8.94,21.9,.408,13.4,18.2,.735,9.97,36.7,14.8,4.35,2.58,13.3,17.8
125,Illinois-Chicago,36,20,16,.556,-2.91,-4.21,,12,6,,11,7,,9,8,,75.2,72.1,,40.1,26.4,58.8,.450,6.72,19.4,.347,15.7,21.3,.734,10.3,38.4,12.5,6.78,6.72,15.1,19.1
126,Illinois State,33,18,15,.545,1.08,3.67,,10,8,,11,3,,3,10,,71.6,73.3,,40.9,24.6,58.1,.424,9.12,26.8,.341,13.2,19.4,.683,9.61,35.5,14.2,6.55,3.97,13.3,20.5
127,Illinois,32,14,18,.438,8.50,7.53,,4,14,,12,6,,1,10,,75.8,73.8,,40.5,26.8,60.9,.439,7.38,22.0,.335,14.9,20.4,.732,12.4,32.9,13.8,7.50,2.16,13.3,22.5
128,Incarnate Word,28,7,21,.250,-17.71,-5.04,,2,16,,6,9,,1,12,,70.6,77.3,,40.0,24.0,55.9,.428,5.93,17.6,.337,16.8,22.5,.746,10.0,34.9,11.1,6.04,5.11,15.8,18.6
129,Indiana State,31,13,18,.419,1.54,2.43,,8,10,,8,7,,5,7,,72.5,72.7,,41.1,24.6,58.2,.423,8.71,24.1,.361,14.6,20.8,.705,10.4,36.3,11.6,7.52,3.39,14.4,19.8
130,Indiana,31,16,15,.516,9.89,8.25,,9,9,,12,6,,3,8,,71.9,70.3,,40.5,26.0,57.0,.456,6.26,19.4,.322,13.6,20.8,.657,11.1,35.5,14.0,6.42,4.32,12.5,18.1
131,Iona NCAA,34,20,14,.588,0.76,-2.19,,11,7,,8,3,,7,8,,79.5,76.5,,40.7,28.1,61.1,.461,9.53,24.9,.383,13.6,18.4,.738,8.56,33.7,15.9,6.74,3.03,11.6,17.3
132,Iowa State,31,13,18,.419,6.88,9.49,,4,14,,9,7,,0,10,,72.8,75.5,,40.3,26.4,60.3,.437,7.55,21.1,.358,12.6,18.0,.700,10.9,36.6,13.6,4.81,4.16,11.9,16.4
133,Iowa,33,14,19,.424,8.13,7.13,,4,14,,9,6,,1,10,,79.7,78.7,,40.3,28.7,59.8,.479,7.64,20.4,.375,14.7,21.2,.695,11.8,38.1,18.2,5.21,4.06,13.4,16.6
134,Purdue-Fort Wayne,33,18,15,.545,-1.49,-3.24,,7,7,,13,3,,4,10,,82.3,76.8,,40.2,28.9,62.8,.460,10.3,28.0,.366,14.3,19.8,.720,9.58,35.1,14.7,8.00,3.33,11.8,16.3
135,IUPUI,30,11,19,.367,-9.82,-3.53,,8,10,,9,4,,2,14,,68.2,72.7,,40.2,24.4,57.4,.424,7.10,20.0,.355,12.4,18.6,.665,11.5,34.1,12.8,6.83,3.43,14.2,18.7
136,Jackson State,32,12,20,.375,-17.66,-10.49,,9,9,,9,2,,2,17,,62.2,67.5,,40.5,22.3,60.0,.372,7.44,22.6,.329,10.2,15.5,.654,12.5,34.0,10.9,7.34,2.78,11.5,20.3
137,Jacksonville State,36,23,13,.639,-0.30,-4.87,,11,7,,12,4,,9,8,,71.9,65.8,,40.3,26.5,58.1,.456,5.86,18.1,.325,13.0,18.3,.712,11.4,38.1,15.1,6.11,4.89,13.0,17.3
138,Jacksonville,33,15,18,.455,-13.39,-6.12,,8,6,,10,6,,3,12,,72.9,75.2,,40.8,27.2,60.4,.450,6.12,18.2,.336,12.4,18.8,.658,10.0,35.8,12.6,6.85,3.39,14.3,16.2
139,James Madison,32,10,22,.313,-5.47,-2.15,,6,12,,7,7,,3,11,,73.2,75.4,,40.9,25.4,60.4,.420,7.22,21.7,.332,15.2,20.8,.729,11.3,35.9,12.1,7.13,3.25,12.0,20.9
140,Kansas State NCAA,37,25,12,.676,12.84,8.74,,10,8,,14,3,,6,5,,71.1,67.0,,40.1,25.3,54.7,.463,6.86,20.1,.341,13.6,18.5,.734,8.22,30.7,13.8,7.95,2.97,11.4,18.5
141,Kansas NCAA,39,31,8,.795,21.39,11.87,,13,5,,14,3,,8,3,,81.4,71.9,,40.1,29.9,60.7,.492,10.0,25.0,.401,11.6,16.4,.708,9.77,35.6,16.6,6.51,4.10,11.7,15.3
142,Kennesaw State,30,10,20,.333,-11.17,-4.31,,6,8,,8,6,,2,14,,72.7,77.6,,40.2,26.8,59.0,.455,5.33,14.6,.365,13.7,19.9,.690,10.2,32.9,14.9,7.20,3.10,13.6,18.0
143,Kent State,34,17,17,.500,-3.72,-1.75,,9,9,,13,3,,2,11,,73.0,73.6,,40.3,25.6,60.3,.425,7.50,23.0,.326,14.3,19.6,.728,11.5,35.9,11.6,5.91,3.59,13.0,18.8
144,Kentucky NCAA,37,26,11,.703,17.24,10.73,,10,8,,16,2,,4,6,,76.8,70.2,,40.1,27.0,57.2,.472,5.27,14.8,.357,17.5,25.1,.698,11.9,38.7,13.2,5.62,4.76,13.0,19.0
145,La Salle,32,13,19,.406,1.70,2.54,,7,11,,10,4,,2,10,,72.9,73.8,,41.1,25.5,59.5,.429,7.31,22.2,.330,14.5,18.5,.787,9.16,35.1,12.8,5.91,2.81,11.7,17.1
146,Lafayette,31,10,21,.323,-9.78,-6.04,,7,11,,8,6,,2,14,,71.2,74.4,,40.2,25.1,55.1,.455,8.48,22.8,.371,12.6,16.4,.769,6.77,33.1,12.5,4.23,3.32,13.3,16.6
147,Lamar,33,19,14,.576,-5.19,-7.22,,11,7,,11,4,,8,7,,75.8,69.6,,40.6,26.5,61.4,.431,7.79,22.7,.343,15.1,22.9,.657,12.9,37.8,13.6,8.52,2.27,13.0,19.8
148,Lehigh,30,16,14,.533,-6.42,-5.66,,11,7,,9,6,,7,8,,77.9,77.8,,41.0,27.8,61.5,.453,9.77,24.0,.406,12.4,16.0,.777,8.97,35.8,14.3,6.13,1.77,12.7,18.4
149,Liberty,37,22,15,.595,-2.67,-6.23,,9,9,,13,7,,7,6,,70.8,63.6,,40.8,24.3,52.6,.461,8.11,21.8,.373,14.1,17.8,.792,7.32,33.5,14.1,5.89,2.54,11.8,16.6
150,Lipscomb NCAA,33,23,10,.697,-2.10,-3.80,,10,4,,13,2,,10,7,,82.1,77.7,,40.6,28.0,61.8,.453,8.09,24.6,.328,18.0,25.0,.718,10.5,38.7,15.7,6.55,3.09,14.9,19.9
151,Cal State Long Beach,33,15,18,.455,-3.75,0.89,,9,7,,8,5,,6,10,,75.3,78.4,,40.3,26.2,58.1,.452,5.94,16.9,.351,16.9,23.2,.728,11.5,36.2,12.7,6.61,3.61,15.2,17.9
152,Long Island University NCAA,35,18,17,.514,-8.61,-8.19,,10,8,,12,4,,5,11,,77.0,76.4,,40.1,26.7,58.7,.455,7.97,23.3,.342,15.6,22.5,.696,10.6,37.9,12.6,5.54,3.17,14.2,19.6
153,Longwood,33,7,26,.212,-18.31,-4.31,,3,15,,5,11,,2,13,,63.3,74.1,,40.0,22.1,53.5,.413,6.85,20.9,.327,12.3,17.9,.687,7.94,32.4,9.91,6.61,3.12,15.6,17.4
154,Louisiana,34,27,7,.794,7.58,-2.54,,16,2,,14,1,,10,4,,83.2,70.8,,40.1,28.6,61.6,.464,8.74,24.1,.363,17.4,22.8,.761,12.8,39.0,17.4,7.50,4.32,13.4,19.1
155,Louisiana-Monroe,32,16,16,.500,-6.27,-3.31,,9,9,,12,4,,3,11,,69.8,68.3,,40.3,25.3,58.2,.435,9.00,25.0,.360,10.2,14.2,.717,9.28,33.7,13.9,6.47,1.31,11.9,16.7
156,Louisiana State,33,18,15,.545,10.93,8.03,,8,10,,14,4,,3,8,,77.5,74.6,,40.2,27.8,58.4,.476,8.12,23.5,.346,13.9,19.0,.731,9.61,33.4,14.2,7.64,3.33,11.6,17.7
157,Louisiana Tech,33,17,16,.515,1.33,-0.12,,7,11,,11,5,,2,10,,74.8,70.6,,40.2,25.4,56.9,.446,8.70,23.2,.375,15.3,21.1,.725,9.52,34.5,14.2,5.94,4.00,12.3,17.2
158,Louisville,36,22,14,.611,14.30,9.08,,9,9,,16,6,,4,7,,75.6,70.4,,40.6,26.9,59.4,.453,7.78,20.9,.371,14.0,19.0,.736,9.94,36.6,13.6,6.97,6.03,11.8,16.3
159,Loyola (IL) NCAA,38,32,6,.842,10.38,1.81,,15,3,,14,1,,9,4,,71.6,62.6,,40.0,26.2,51.7,.507,7.29,18.4,.396,11.9,16.5,.725,6.26,32.2,15.6,6.34,2.37,12.4,13.9
160,Loyola Marymount,31,11,20,.355,-4.38,1.09,,5,13,,7,7,,3,12,,71.8,76.4,,40.3,25.9,58.5,.443,6.45,18.5,.348,13.6,19.1,.710,12.1,32.6,14.2,6.97,2.32,13.1,19.6
161,Loyola (MD),31,9,22,.290,-12.72,-5.25,,6,12,,8,6,,1,16,,69.5,75.0,,40.5,25.7,58.7,.438,5.26,16.4,.320,12.8,19.6,.653,10.7,34.7,11.6,7.03,3.13,13.4,19.8
162,Maine,32,6,26,.188,-14.64,-3.28,,3,13,,4,8,,2,16,,66.9,75.3,,40.5,23.9,58.5,.408,7.03,23.3,.302,12.0,17.5,.689,9.56,35.3,11.8,6.44,2.94,15.5,19.5
163,Manhattan,31,14,17,.452,-5.05,-4.15,,9,9,,8,3,,5,8,,69.3,70.2,,40.6,23.8,53.6,.444,7.71,19.3,.400,14.0,20.2,.694,10.3,33.2,14.0,6.00,3.90,15.5,19.9
164,Marist,31,6,25,.194,-12.48,-3.57,,4,14,,4,9,,2,10,,72.2,81.1,,40.6,24.5,55.2,.445,9.03,25.9,.349,14.1,19.7,.714,7.52,33.6,11.9,4.19,2.48,15.7,17.6
165,Marquette,35,21,14,.600,12.50,9.70,,9,9,,13,7,,5,5,,81.3,78.5,,40.4,28.3,59.5,.475,11.0,26.4,.417,13.8,17.1,.805,9.00,31.8,15.7,6.11,3.66,12.3,19.4
166,Marshall NCAA,36,25,11,.694,4.21,0.44,,12,6,,15,2,,6,8,,83.8,79.1,,40.4,28.9,62.0,.467,10.1,28.1,.358,15.9,20.8,.764,8.14,35.8,17.1,7.00,5.81,13.2,17.1
167,Maryland-Baltimore County NCAA,36,25,11,.694,-2.02,-3.84,,12,4,,15,2,,9,7,,73.1,68.5,,40.0,25.7,58.0,.443,10.1,26.1,.387,11.5,17.8,.646,9.67,34.6,15.2,7.47,2.42,12.2,16.4
168,Maryland-Eastern Shore,32,7,25,.219,-24.63,-7.57,,3,13,,6,5,,0,18,,62.3,77.3,,40.0,22.2,57.6,.385,6.44,22.7,.284,11.4,16.9,.675,10.9,33.3,10.8,4.72,1.78,13.0,17.1
169,Maryland,32,19,13,.594,13.78,7.94,,8,10,,15,3,,2,8,,73.1,66.9,,40.2,25.3,53.0,.478,7.16,19.3,.371,15.2,20.2,.755,9.53,35.9,14.1,4.31,4.28,13.7,16.0
170,Massachusetts-Lowell,30,12,18,.400,-9.54,-5.78,,6,10,,9,7,,3,11,,76.2,78.5,,40.2,26.4,57.3,.460,7.17,20.7,.346,16.3,23.0,.709,9.37,32.3,14.5,7.00,2.87,13.5,17.9
171,Massachusetts,33,13,20,.394,-1.66,1.10,,5,13,,11,6,,1,11,,71.9,74.7,,40.9,26.1,58.1,.449,8.88,22.2,.400,10.9,14.6,.746,9.09,32.8,15.3,4.82,2.97,12.8,18.0
172,McNeese State,29,12,17,.414,-12.06,-6.10,,8,10,,7,5,,5,12,,75.3,76.2,,40.3,26.9,61.6,.436,7.07,20.6,.343,14.4,20.3,.710,11.2,39.4,11.3,5.38,4.59,14.3,17.4
173,Memphis,34,21,13,.618,1.80,2.16,,10,8,,14,5,,5,5,,70.8,71.2,,40.6,24.4,53.9,.452,5.91,18.6,.317,16.2,23.5,.690,11.5,34.3,13.0,5.91,3.79,13.7,17.1
174,Mercer,34,19,15,.559,-0.87,-3.50,,11,7,,11,3,,7,9,,75.3,69.8,,40.6,25.8,54.5,.474,8.47,22.0,.385,15.2,20.0,.760,9.71,34.6,14.4,5.35,1.62,12.5,17.1
175,Miami (FL) NCAA,32,22,10,.688,12.83,6.96,,11,7,,11,3,,8,4,,73.8,67.9,,40.3,27.3,58.8,.465,7.72,21.2,.364,11.3,17.1,.662,9.94,34.8,13.3,6.56,4.06,11.5,16.2
176,Miami (OH),34,16,18,.471,-3.56,-1.15,,8,10,,9,5,,6,11,,72.0,70.7,,40.9,26.1,59.0,.442,8.85,25.8,.343,11.1,16.1,.686,9.97,36.2,13.3,7.56,2.59,13.3,16.7
177,Michigan State NCAA,35,30,5,.857,22.41,7.10,,16,2,,16,1,,8,1,,80.2,64.9,,40.1,28.3,57.0,.496,8.29,20.7,.400,15.3,20.5,.747,11.6,41.1,19.1,4.09,7.17,13.1,18.3
178,Michigan NCAA,41,33,8,.805,19.03,9.41,,13,5,,15,1,,6,5,,73.6,63.3,,40.4,26.6,57.0,.468,8.80,24.7,.357,11.6,17.5,.661,8.41,33.3,14.3,6.37,3.07,9.24,15.7
179,Middle Tennessee,33,25,8,.758,10.29,2.83,,16,2,,12,2,,12,2,,75.1,66.3,,40.3,27.3,58.0,.471,7.30,19.6,.372,13.2,17.7,.742,10.5,35.8,14.2,6.09,2.30,12.5,19.7
180,Milwaukee,33,16,17,.485,-4.15,-4.25,,8,10,,9,7,,6,9,,68.5,68.5,,40.3,25.3,56.7,.446,7.12,21.3,.334,10.8,16.0,.674,8.82,34.7,13.0,5.94,3.79,12.5,16.5
181,Minnesota,32,15,17,.469,7.01,6.91,,4,14,,11,6,,2,9,,75.2,75.1,,40.5,26.6,61.6,.431,6.81,19.7,.346,15.2,21.6,.704,11.6,38.2,14.6,5.66,5.09,11.0,15.4
182,Mississippi State,37,25,12,.676,11.71,6.82,,9,9,,19,2,,4,8,,73.4,67.8,,40.3,27.0,58.1,.465,6.92,21.7,.319,12.4,18.0,.691,10.8,36.1,13.3,6.57,5.35,13.1,16.6
183,Mississippi Valley State,32,4,28,.125,-21.41,-8.13,,4,14,,3,6,,1,21,,64.8,78.1,,40.6,23.7,61.8,.383,5.34,17.8,.301,12.1,18.0,.675,12.3,35.6,10.2,5.81,1.75,13.2,20.6
184,Mississippi,32,12,20,.375,6.85,9.16,,5,13,,10,8,,1,10,,75.8,78.1,,40.6,26.3,62.5,.421,7.84,24.6,.319,15.4,21.1,.730,12.3,38.0,14.6,6.25,4.09,11.4,19.0
185,Missouri-Kansas City,32,10,22,.313,-10.19,-1.02,,5,9,,6,8,,3,11,,70.3,76.5,,40.2,23.6,58.1,.407,8.88,26.4,.336,14.2,20.0,.711,8.13,31.8,11.1,6.31,2.53,12.8,21.3
186,Missouri State,33,18,15,.545,3.08,0.45,,7,11,,10,5,,4,8,,70.1,66.6,,40.2,25.8,59.2,.436,7.09,21.4,.331,11.4,16.0,.715,11.8,38.7,12.9,4.64,4.06,11.6,17.4
187,Missouri NCAA,33,20,13,.606,13.81,9.19,,10,8,,13,3,,5,6,,72.7,68.1,,40.3,24.1,53.5,.450,9.27,24.2,.383,15.3,20.8,.734,10.1,37.1,13.4,5.15,4.24,14.2,18.0
188,Monmouth,31,11,20,.355,-2.41,-1.24,,7,11,,6,6,,4,12,,75.4,76.5,,41.3,25.4,55.4,.458,7.19,18.5,.389,17.4,24.5,.711,8.90,36.0,12.9,6.35,2.35,15.3,21.7
189,Montana State,32,13,19,.406,-8.69,-3.53,,6,12,,8,6,,3,12,,76.1,78.9,,40.5,25.5,60.3,.424,8.03,22.8,.352,17.0,23.3,.728,11.2,36.5,12.5,5.50,2.06,12.5,20.2
190,Montana NCAA,34,26,8,.765,6.28,-2.25,,16,2,,14,0,,8,6,,77.2,68.5,,40.6,27.8,59.4,.467,5.47,16.1,.339,16.2,22.9,.706,11.8,37.0,12.6,7.76,3.35,12.4,21.1
191,Morehead State,29,8,21,.276,-10.65,-1.91,,4,14,,7,6,,1,15,,70.4,76.0,,40.2,24.6,57.1,.430,7.03,21.8,.323,14.3,20.4,.701,11.7,35.9,11.9,5.69,2.97,15.7,20.6
192,Morgan State,31,13,18,.419,-15.67,-11.97,,7,8,,8,2,,3,15,,73.3,75.4,,40.6,25.4,60.7,.418,5.19,15.4,.337,17.4,23.9,.725,13.7,38.3,12.5,7.16,2.84,14.0,20.3
193,Mount St. Mary's,32,18,14,.563,-8.15,-8.05,,12,6,,12,3,,6,11,,72.8,71.9,,40.5,25.3,55.6,.455,10.1,26.7,.379,12.2,16.6,.733,6.69,28.7,14.0,6.91,3.91,11.0,15.4
194,Murray State NCAA,32,26,6,.813,6.87,-3.53,,16,2,,14,2,,10,3,,78.6,66.2,,40.0,27.2,56.3,.483,8.47,22.5,.377,15.8,21.5,.734,10.7,37.1,14.7,6.75,3.25,12.0,17.5
195,Navy,32,20,12,.625,-6.93,-7.22,,11,7,,9,6,,9,6,,68.7,66.4,,40.2,24.1,54.3,.444,6.44,19.4,.331,14.1,19.6,.719,10.8,34.8,14.1,6.44,1.28,14.2,17.3
196,Omaha,31,9,22,.290,-9.88,0.33,,4,10,,8,4,,1,15,,76.5,83.5,,40.6,28.3,61.7,.458,8.19,22.4,.366,11.8,16.7,.706,9.10,33.7,13.1,5.71,2.68,13.2,16.1
197,Nebraska,33,22,11,.667,10.99,7.32,,13,5,,16,1,,4,8,,72.3,68.6,,40.2,24.8,57.8,.430,7.03,20.3,.346,15.6,21.7,.718,10.8,36.1,13.5,6.06,5.55,11.0,17.1
198,Nevada-Las Vegas,33,20,13,.606,7.20,1.87,,8,10,,13,6,,5,6,,83.4,78.1,,40.8,29.6,60.6,.489,5.61,16.8,.334,18.5,26.3,.705,12.0,40.4,16.2,5.58,4.42,14.3,17.6
199,Nevada NCAA,37,29,8,.784,14.44,4.93,,15,3,,14,1,,11,3,,82.6,73.1,,40.5,28.4,60.5,.469,9.57,24.4,.392,16.3,21.9,.743,9.24,35.6,16.2,6.22,4.05,9.65,17.0
200,New Hampshire,31,10,21,.323,-8.38,-4.32,,6,10,,8,7,,2,12,,67.8,67.3,,40.0,23.4,58.2,.402,8.13,25.0,.325,12.9,17.5,.737,11.5,38.4,11.9,3.58,1.81,11.7,17.9
201,New Mexico State NCAA,34,28,6,.824,9.06,-1.10,,12,2,,14,1,,8,3,,75.6,64.2,,40.1,28.3,61.9,.458,7.59,22.7,.334,11.4,17.7,.643,12.6,41.2,14.1,5.56,3.03,12.6,17.8
202,New Mexico,34,19,15,.559,5.81,3.30,,12,6,,13,4,,4,8,,82.2,77.7,,40.1,27.6,60.7,.455,10.8,28.8,.375,16.2,20.8,.777,9.32,31.6,15.9,7.38,2.82,12.4,20.5
203,New Orleans,33,16,17,.485,-9.01,-5.78,,11,7,,10,3,,5,13,,69.6,70.4,,40.2,24.7,54.5,.453,4.82,13.5,.358,15.4,22.9,.673,11.3,34.2,14.6,7.21,3.52,15.1,18.8
204,Niagara,33,19,14,.576,-4.84,-4.21,,12,6,,9,5,,10,7,,83.3,83.9,,40.3,28.6,64.4,.444,8.24,23.0,.359,17.8,24.5,.728,12.0,39.0,12.0,5.18,4.39,11.3,17.5
205,Nicholls State,32,21,11,.656,-3.54,-5.86,,15,3,,12,3,,9,7,,82.5,75.3,,40.0,29.4,62.3,.472,8.13,22.8,.357,15.6,21.8,.717,11.0,37.2,14.8,9.59,3.94,15.3,22.3
206,NJIT,30,14,16,.467,-7.25,-5.53,,7,7,,10,7,,4,9,,74.9,73.2,,40.3,26.9,60.1,.448,7.87,21.8,.361,13.2,19.3,.684,11.0,35.4,13.9,8.20,3.23,13.3,18.5
207,Norfolk State,33,14,19,.424,-12.98,-10.18,,11,5,,8,6,,5,11,,72.7,73.2,,40.2,26.0,60.4,.431,7.70,21.4,.359,13.0,19.4,.671,12.5,38.5,13.6,6.24,3.45,15.4,21.0
208,North Carolina-Asheville,34,21,13,.618,-3.92,-3.57,,13,5,,14,2,,7,10,,75.2,73.5,,40.7,26.8,56.5,.475,8.15,20.7,.394,13.4,18.1,.741,8.24,33.9,15.4,7.41,3.35,13.8,18.5
209,North Carolina A&T,35,20,15,.571,-12.57,-11.20,,11,5,,12,0,,5,13,,74.9,74.4,,40.4,26.5,57.4,.462,6.09,20.2,.301,15.8,22.2,.711,9.94,35.8,15.3,6.06,2.29,13.8,18.0
210,North Carolina Central NCAA,35,19,16,.543,-13.19,-12.31,,9,7,,12,2,,3,13,,72.0,69.3,,40.1,27.1,58.9,.461,6.06,18.3,.331,11.7,17.1,.687,11.9,38.2,15.6,5.11,3.34,14.1,18.6
211,North Carolina-Greensboro NCAA,35,27,8,.771,4.54,-3.87,,15,3,,16,1,,8,6,,73.2,62.5,,40.9,26.4,59.3,.445,9.46,26.8,.353,10.9,15.7,.698,11.9,37.3,13.9,7.63,3.77,13.7,18.6
212,North Carolina State NCAA,33,21,12,.636,12.91,6.70,,11,7,,16,3,,4,5,,81.3,75.1,,40.2,29.2,62.2,.470,7.97,21.4,.372,14.8,21.3,.696,12.2,35.6,16.1,7.39,3.70,12.1,18.5
213,North Carolina-Wilmington,32,11,21,.344,-7.52,-1.15,,7,11,,8,5,,2,11,,79.4,83.4,,40.8,28.8,65.9,.436,7.63,22.0,.346,14.3,20.8,.690,14.0,40.9,15.3,5.13,2.09,12.9,18.3
214,North Carolina NCAA,37,26,11,.703,20.08,11.78,,11,7,,12,3,,6,5,,81.6,73.3,,40.1,29.9,65.3,.457,8.24,22.9,.359,13.6,18.3,.743,13.8,42.4,18.2,5.76,4.08,12.0,15.9
215,North Dakota State,32,15,17,.469,-1.86,-1.58,,5,9,,8,6,,5,10,,74.4,70.8,,40.2,26.2,55.7,.469,9.19,24.3,.378,12.9,17.0,.761,7.25,34.4,13.2,4.53,2.38,12.6,17.4
216,North Dakota,32,12,20,.375,-7.63,-0.20,,6,12,,7,6,,2,13,,75.8,81.6,,40.8,27.0,58.7,.459,7.28,21.4,.340,14.6,20.7,.706,7.03,30.8,12.8,7.91,1.84,13.0,18.9
217,North Florida,33,14,19,.424,-11.40,-1.74,,7,7,,10,2,,4,17,,80.8,87.1,,40.2,28.5,62.4,.456,10.8,28.6,.378,13.1,17.3,.760,9.45,35.1,14.8,5.24,3.82,14.5,15.3
218,North Texas,38,20,18,.526,1.16,-0.40,,8,10,,14,6,,6,11,,74.4,71.1,,40.5,26.6,59.0,.451,7.95,22.3,.356,13.2,20.0,.660,11.1,38.2,12.5,5.13,2.95,13.0,19.0
219,Northeastern,33,23,10,.697,3.64,-1.61,,14,4,,12,2,,9,5,,74.9,68.8,,40.5,26.0,53.8,.484,9.15,24.4,.376,13.7,18.7,.733,7.82,32.8,15.8,6.67,2.48,13.6,17.4
220,Northern Arizona,32,5,27,.156,-14.66,-1.03,,2,16,,2,10,,3,14,,65.6,78.5,,40.3,21.8,54.7,.399,5.56,18.3,.305,16.4,23.4,.701,10.0,33.6,9.81,5.63,3.13,15.5,19.8
221,Northern Colorado,38,26,12,.684,3.61,-2.27,,11,7,,14,3,,7,8,,81.1,73.1,,40.4,29.1,61.8,.470,8.79,24.5,.359,14.2,20.6,.689,9.50,37.6,11.9,5.34,3.66,12.2,19.0
222,Northern Illinois,32,13,19,.406,-6.71,-1.71,,6,12,,11,4,,1,13,,72.5,75.2,,40.2,26.5,58.1,.456,5.28,16.0,.330,14.1,19.5,.726,9.84,34.4,9.22,6.66,1.81,11.8,18.6
223,Northern Iowa,32,16,16,.500,4.01,3.87,,7,11,,12,4,,1,9,,64.3,62.2,,40.2,22.5,53.6,.420,7.16,21.4,.335,12.1,16.8,.721,8.34,34.7,10.8,5.19,2.50,11.4,15.1
224,Northern Kentucky,32,22,10,.688,4.83,-4.07,,15,3,,12,2,,8,6,,77.7,66.0,,40.0,28.1,59.1,.475,8.06,23.6,.341,13.5,18.5,.731,9.63,36.8,16.3,7.38,3.22,12.5,18.3
225,Northwestern State,29,4,25,.138,-21.02,-4.18,,1,17,,1,11,,3,13,,64.4,78.1,,40.0,23.9,57.9,.412,4.31,15.4,.279,12.4,20.3,.611,12.4,35.7,9.62,6.21,4.21,17.1,19.8
226,Northwestern,32,15,17,.469,9.63,8.37,,6,12,,11,6,,3,9,,68.8,66.5,,40.3,24.2,56.7,.426,7.97,22.5,.354,12.6,16.8,.747,10.0,33.1,14.0,4.88,4.25,11.7,18.9
227,Notre Dame,36,21,15,.583,13.65,7.94,,8,10,,11,6,,5,7,,74.9,68.6,,40.4,26.3,59.2,.443,8.33,23.3,.358,14.1,18.6,.758,10.7,36.8,14.4,5.78,3.64,9.86,13.1
228,Oakland,33,19,14,.576,-1.82,-3.76,,10,8,,11,4,,7,8,,78.2,76.2,,40.3,26.8,59.6,.450,8.33,23.7,.352,16.3,21.1,.770,9.91,36.5,16.8,6.06,5.15,13.2,16.4
229,Ohio State NCAA,34,25,9,.735,17.67,9.03,,15,3,,16,2,,6,2,,76.2,67.6,,40.4,28.0,58.2,.480,7.03,19.9,.353,13.2,18.1,.731,9.82,36.6,14.7,6.15,3.88,11.7,17.5
230,Ohio,31,14,17,.452,-2.52,-1.65,,7,11,,11,5,,2,10,,75.3,75.9,,41.3,27.1,61.1,.443,7.87,21.3,.369,13.3,18.7,.712,8.35,36.4,14.3,6.68,3.32,13.3,16.1
231,Oklahoma State,36,21,15,.583,12.45,9.12,,8,10,,15,6,,3,7,,76.6,73.3,,40.3,26.6,61.8,.431,8.22,23.6,.348,15.1,19.9,.757,12.9,37.4,14.3,6.58,3.97,12.9,19.2
232,Oklahoma NCAA,32,18,14,.563,13.81,10.56,,8,10,,13,2,,2,9,,84.9,81.7,,40.5,29.8,64.5,.462,9.38,26.1,.359,15.9,21.4,.746,10.6,38.4,15.0,6.50,4.72,13.4,17.2
233,Old Dominion,32,25,7,.781,9.27,-1.27,,15,3,,12,2,,10,3,,73.3,62.8,,40.3,26.4,59.0,.447,7.13,20.0,.357,13.5,19.5,.692,11.7,37.7,15.1,7.47,4.34,10.4,15.9
