,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
226,Northwestern NCAA,36,24,12,.667,14.02,8.43,,10,8,,14,4,,5,5,,71.1,65.5,,40.0,25.4,58.1,.436,7.08,20.7,.342,13.3,17.7,.748,10.7,36.2,15.0,5.25,4.86,10.6,19.2
227,Notre Dame NCAA,36,26,10,.722,17.81,9.78,,12,6,,16,2,,5,4,,77.3,69.3,,40.1,27.2,59.4,.458,9.28,24.1,.384,13.6,17.0,.800,9.28,33.7,15.7,7.08,3.72,9.47,14.8
228,Oakland,34,25,9,.735,4.22,-3.00,,14,4,,13,4,,11,3,,79.4,71.1,,40.1,27.5,60.5,.455,7.26,21.7,.335,17.1,22.5,.761,10.4,38.9,16.9,7.82,5.00,13.6,17.4
229,Ohio State,32,17,15,.531,10.31,7.28,,7,11,,13,6,,4,7,,72.8,69.8,,40.2,25.8,55.8,.463,6.59,18.5,.356,14.5,21.3,.682,10.1,37.2,13.6,5.19,3.78,13.2,17.6
230,Ohio,31,20,11,.645,3.90,-2.56,,11,7,,12,4,,7,6,,77.0,69.9,,40.0,26.9,59.3,.455,9.19,23.9,.384,13.9,20.2,.690,9.16,36.8,13.4,5.87,2.84,12.5,17.7
231,Oklahoma State NCAA,33,20,13,.606,19.19,12.22,,9,9,,11,5,,7,5,,85.7,78.5,,40.0,29.0,62.1,.467,8.91,22.2,.402,18.8,23.8,.789,13.8,36.8,14.7,7.64,3.00,13.1,22.1
232,Oklahoma,31,11,20,.355,11.42,12.62,,5,13,,8,7,,1,9,,73.0,74.2,,40.8,25.4,60.1,.423,6.19,18.0,.344,15.9,22.1,.721,11.6,37.8,10.6,6.87,4.74,13.8,19.4
233,Old Dominion,31,19,12,.613,1.94,-1.35,,12,6,,11,4,,7,5,,64.5,61.2,,40.3,23.5,56.9,.412,5.06,15.6,.324,12.5,19.4,.643,13.3,38.4,13.6,6.32,4.58,11.2,18.3
234,Oral Roberts,30,8,22,.267,-5.51,1.24,,4,12,,7,6,,1,13,,75.1,79.9,,40.3,27.0,60.6,.445,7.20,19.6,.367,13.9,18.3,.759,9.27,34.5,14.1,5.40,2.93,12.0,17.8
235,Oregon State,32,5,27,.156,-4.59,5.89,,1,17,,5,11,,0,13,,63.2,72.5,,40.2,22.5,52.7,.428,6.34,18.3,.346,11.8,17.8,.661,9.06,32.4,11.9,5.53,3.69,15.3,19.1
236,Oregon NCAA,39,33,6,.846,20.80,8.38,,16,2,,17,0,,7,3,,78.9,65.8,,40.1,28.0,58.2,.481,8.56,22.6,.380,14.4,20.2,.712,10.6,36.7,15.7,6.49,6.36,11.6,15.7
237,Pacific,33,11,22,.333,-4.57,2.09,,4,14,,8,8,,2,12,,66.8,71.8,,40.2,23.8,58.8,.404,5.61,17.0,.330,13.7,20.3,.675,11.7,37.1,12.0,4.24,1.91,11.7,20.9
238,Penn State,33,15,18,.455,7.90,8.90,,6,12,,9,7,,3,7,,71.7,72.7,,40.8,25.0,60.3,.415,6.97,20.6,.339,14.8,19.8,.745,10.0,35.3,13.6,6.79,5.58,13.0,18.1
239,Pennsylvania,28,13,15,.464,-0.65,-1.50,,6,8,,6,6,,7,8,,68.9,68.0,,40.2,25.4,57.3,.443,8.36,24.6,.339,9.79,14.9,.657,9.54,34.7,14.3,6.46,3.57,12.8,17.9
240,Pepperdine,31,9,22,.290,-10.00,1.87,,5,13,,7,7,,1,12,,69.0,80.3,,40.0,26.0,58.4,.446,5.74,15.5,.369,11.2,17.5,.641,9.52,33.3,13.5,5.06,2.71,12.5,17.1
241,Pittsburgh,33,16,17,.485,9.25,11.06,,4,14,,11,6,,2,8,,72.8,74.7,,40.6,24.5,55.3,.442,7.97,22.1,.361,16.0,21.8,.733,9.48,35.1,14.3,3.85,3.39,12.0,16.6
242,Portland State,31,15,16,.484,-7.06,-6.63,,7,11,,10,3,,4,12,,85.3,81.8,,41.3,30.9,64.2,.482,7.68,22.5,.341,15.8,24.0,.658,10.4,34.3,15.8,9.90,2.61,12.1,19.0
243,Portland,33,11,22,.333,-5.81,2.32,,2,16,,5,10,,2,9,,67.1,72.2,,40.5,23.0,54.3,.423,6.48,17.4,.373,14.7,19.8,.740,8.42,33.3,9.85,4.94,3.39,12.8,17.6
244,Prairie View,33,13,20,.394,-14.54,-8.48,,10,8,,10,3,,3,17,,69.0,73.3,,40.3,23.9,55.7,.428,7.18,20.5,.350,14.0,20.0,.703,8.85,30.9,12.2,8.27,3.67,13.2,21.2
245,Presbyterian,30,5,25,.167,-23.63,-5.95,,1,17,,5,8,,0,17,,61.2,74.8,,40.2,22.2,53.9,.412,6.03,17.4,.346,10.7,15.6,.686,10.0,32.6,12.1,4.77,2.40,15.0,17.3
246,Princeton NCAA,30,23,7,.767,6.57,-1.84,,14,0,,10,1,,10,4,,71.6,61.4,,40.2,25.7,57.2,.450,9.93,26.3,.378,10.2,13.9,.738,8.23,33.4,14.2,6.67,3.10,9.93,16.1
247,Providence NCAA,33,20,13,.606,11.24,7.84,,10,8,,15,3,,4,7,,70.3,66.9,,40.2,24.4,54.4,.448,7.24,19.5,.371,14.3,20.7,.691,8.91,33.4,14.3,6.61,2.97,12.5,17.2
248,Purdue NCAA,35,27,8,.771,20.13,8.79,,14,4,,15,2,,6,4,,79.7,68.4,,40.4,28.0,58.4,.479,9.00,22.3,.403,14.7,19.4,.757,9.83,37.8,18.3,5.17,2.49,13.0,15.8
249,Quinnipiac,31,10,21,.323,-9.86,-3.22,,7,13,,6,8,,3,10,,76.7,83.3,,40.3,27.4,64.8,.422,7.35,22.6,.326,14.6,21.4,.683,13.9,39.5,14.4,5.74,3.58,14.5,19.6
250,Radford,32,14,18,.438,-11.34,-4.58,,8,10,,8,6,,4,11,,65.3,70.2,,40.6,23.3,56.3,.413,7.72,22.3,.345,11.0,16.6,.666,12.4,38.1,12.3,4.78,3.56,14.7,17.2
251,Rhode Island NCAA,35,25,10,.714,12.88,4.62,,13,5,,13,3,,7,5,,73.6,65.4,,40.1,26.2,57.7,.454,6.20,18.7,.332,15.1,22.6,.668,11.7,37.2,13.3,6.49,5.89,11.1,20.7
252,Rice,35,23,12,.657,0.51,-4.16,,11,7,,13,6,,9,5,,81.5,75.7,,40.4,27.0,58.5,.462,9.31,24.0,.388,18.1,24.5,.740,10.1,38.0,13.8,6.31,3.69,15.0,19.1
253,Richmond,35,22,13,.629,5.45,3.28,,13,5,,12,5,,8,6,,74.2,72.0,,40.3,26.8,56.9,.471,7.74,22.7,.342,12.8,18.0,.713,6.74,30.8,16.9,6.63,1.91,11.4,18.1
254,Rider,33,18,15,.545,-5.34,-5.28,,10,10,,7,5,,9,9,,75.7,75.8,,40.2,27.5,61.6,.446,5.42,16.3,.332,15.3,22.8,.672,12.8,40.3,14.1,6.64,3.61,14.6,19.7
255,Robert Morris,33,14,19,.424,-8.56,-5.13,,9,9,,6,7,,6,12,,64.4,67.8,,40.2,22.1,55.1,.400,5.55,17.4,.319,14.7,22.7,.648,11.0,34.5,10.5,7.91,2.42,15.1,20.3
256,Rutgers,33,15,18,.455,3.69,6.22,,3,15,,10,6,,3,10,,65.5,67.1,,40.2,24.5,59.6,.411,4.61,15.2,.303,11.9,19.1,.623,14.5,40.0,10.9,6.58,4.64,13.2,17.7
257,Sacramento State,31,13,18,.419,-10.69,-5.58,,9,9,,8,5,,4,10,,71.1,74.3,,40.6,26.1,56.7,.459,5.16,16.3,.316,13.8,21.2,.651,9.87,35.5,13.2,4.68,4.35,11.6,18.3
258,Sacred Heart,32,13,19,.406,-10.95,-7.52,,8,10,,6,8,,6,10,,72.7,76.1,,40.8,26.0,58.8,.442,6.25,18.7,.335,14.4,20.6,.701,11.3,37.3,14.3,6.78,2.69,16.1,19.3
259,Saint Francis (PA),34,17,17,.500,-8.13,-7.65,,11,7,,8,6,,9,11,,75.8,74.5,,40.4,27.7,59.4,.467,8.15,20.9,.391,12.2,17.6,.692,10.4,36.6,13.9,6.62,4.00,14.4,16.2
260,Saint Joseph's,31,11,20,.355,0.14,3.69,,4,14,,6,8,,4,9,,69.5,73.1,,40.3,24.4,58.3,.418,5.61,17.3,.324,15.2,23.4,.650,11.3,36.5,11.4,4.84,3.42,12.0,17.6
261,Saint Louis,33,12,21,.364,-6.09,1.85,,6,12,,10,8,,1,10,,61.4,69.3,,40.3,21.2,52.5,.404,6.97,20.4,.342,12.0,18.1,.663,8.45,33.1,12.8,4.97,2.88,13.4,19.4
262,Saint Mary's (CA) NCAA,34,29,5,.853,16.75,2.19,,16,2,,15,2,,10,1,,72.0,57.5,,40.0,26.2,52.9,.496,8.62,21.9,.394,10.9,14.7,.745,9.53,35.4,16.6,4.21,3.24,10.7,15.1
263,Saint Peter's,36,23,13,.639,1.60,-3.60,,14,6,,9,5,,11,7,,66.0,60.8,,40.3,22.9,52.5,.436,8.00,21.0,.381,12.2,17.4,.701,8.25,32.8,12.2,6.97,2.94,11.1,15.9
264,Sam Houston State,34,21,13,.618,-7.55,-6.35,,10,8,,14,2,,5,9,,74.3,71.3,,40.1,26.4,60.4,.437,6.24,19.7,.316,15.2,22.2,.686,11.8,37.7,14.9,7.03,2.74,13.7,22.3
265,Samford,36,20,16,.556,-1.87,-3.70,,8,10,,10,6,,8,9,,78.7,75.9,,41.4,26.5,56.6,.469,7.75,19.6,.395,17.9,24.1,.743,9.58,36.1,16.1,6.17,2.44,13.7,18.8
266,San Diego State,33,19,14,.576,6.88,1.47,,9,9,,10,4,,3,9,,68.5,62.5,,40.2,23.7,56.9,.416,7.06,22.3,.317,14.0,20.1,.698,10.6,36.3,10.9,6.88,4.97,11.7,17.3
267,San Diego,31,13,18,.419,-5.78,0.92,,6,12,,7,10,,6,7,,65.3,71.3,,40.8,21.5,52.8,.407,8.32,23.9,.348,14.0,19.5,.721,8.19,33.2,12.1,3.90,1.74,12.2,19.4
268,San Francisco,33,20,13,.606,3.80,0.42,,10,8,,12,4,,5,7,,71.6,67.3,,40.0,26.3,58.6,.449,9.06,25.9,.350,9.91,15.6,.636,9.52,36.0,13.0,6.67,2.79,12.6,19.4
269,San Jose State,30,14,16,.467,-2.84,1.74,,7,11,,9,7,,5,8,,73.2,74.8,,40.2,25.7,58.3,.441,6.67,19.1,.348,15.0,21.4,.701,9.43,33.8,13.9,6.33,4.13,12.6,19.6
270,Santa Clara,33,17,16,.515,2.69,2.03,,10,8,,11,6,,5,7,,66.8,65.4,,40.6,23.6,54.1,.436,9.64,25.2,.382,10.0,13.7,.732,6.15,29.7,14.1,5.15,1.97,10.3,18.7
271,Savannah State,29,13,16,.448,-16.04,-8.44,,10,6,,7,4,,6,10,,85.7,91.9,,40.2,28.7,70.0,.410,13.5,40.8,.332,14.7,22.7,.648,12.3,40.3,17.3,7.79,3.24,14.9,19.7
272,Seattle,30,13,17,.433,-8.36,-3.95,,5,9,,9,7,,3,9,,69.7,71.4,,40.8,23.8,54.9,.433,8.67,25.2,.344,13.5,19.1,.707,7.43,33.7,15.9,6.63,2.07,14.5,18.9
273,Seton Hall NCAA,33,21,12,.636,12.10,9.25,,10,8,,12,2,,4,6,,73.2,70.4,,40.5,26.4,59.1,.447,6.12,18.1,.338,14.3,22.2,.643,13.3,39.7,12.3,6.91,2.48,13.6,18.6
274,Siena,34,17,17,.500,-2.00,-2.23,,12,8,,10,4,,5,12,,75.0,74.7,,40.1,26.4,58.5,.452,5.47,16.7,.327,16.6,23.4,.711,12.6,37.8,13.5,5.85,4.12,14.0,19.5
275,South Alabama,32,14,18,.438,-6.57,-2.90,,7,11,,10,7,,4,10,,71.4,72.6,,40.6,24.8,58.1,.427,6.97,21.9,.318,14.8,22.7,.655,10.5,34.6,12.8,7.50,3.72,13.1,20.4
276,South Carolina State,31,11,20,.355,-18.37,-6.61,,7,9,,6,4,,4,14,,69.9,80.2,,40.3,25.7,59.6,.431,5.97,18.6,.320,12.6,18.2,.691,10.3,32.0,12.3,4.97,2.06,12.4,19.2
277,South Carolina Upstate,33,17,16,.515,-7.64,-5.23,,7,7,,8,8,,7,8,,78.0,76.7,,40.5,28.4,61.9,.458,8.61,24.9,.346,12.7,19.3,.657,12.0,38.8,15.4,5.42,3.15,12.8,16.5
278,South Carolina NCAA,37,26,11,.703,17.52,10.16,,12,6,,15,3,,6,5,,73.2,65.2,,40.7,25.0,59.4,.421,6.70,19.8,.338,16.5,23.6,.699,12.5,36.4,12.6,7.78,3.84,13.0,20.3
279,South Dakota State NCAA,35,18,17,.514,-2.30,-0.66,,8,8,,11,3,,3,12,,76.7,77.1,,40.4,25.2,55.4,.455,9.09,25.2,.360,17.2,22.3,.771,9.03,35.1,13.1,5.14,2.37,12.9,16.7
280,South Dakota,34,22,12,.647,-0.42,-2.08,,12,4,,13,1,,7,7,,77.6,73.9,,40.1,26.7,60.1,.444,6.59,19.3,.341,17.7,25.1,.705,10.4,37.3,12.2,6.79,3.38,11.8,19.3
281,South Florida,30,7,23,.233,-7.28,2.39,,1,17,,6,11,,1,11,,64.8,74.5,,40.2,23.9,56.1,.425,5.80,16.8,.346,11.3,17.2,.657,10.9,35.1,12.2,6.10,3.83,16.3,19.3
282,Southeast Missouri State,33,15,18,.455,-5.89,-4.28,,9,7,,10,4,,4,11,,74.5,74.7,,40.3,25.8,57.5,.449,7.97,21.7,.367,14.9,20.1,.742,8.76,31.0,13.8,7.52,1.91,12.4,19.5
283,Southeastern Louisiana,32,16,16,.500,-7.36,-8.13,,9,9,,11,3,,5,12,,70.9,68.2,,40.0,24.9,55.3,.450,6.72,18.5,.363,14.4,21.1,.683,12.0,36.1,14.2,6.81,3.31,16.0,19.3
284,Southern California NCAA,36,26,10,.722,11.48,6.40,,10,8,,14,3,,6,5,,78.2,73.1,,40.1,27.1,59.4,.456,7.86,21.7,.362,16.2,21.9,.741,10.8,35.7,15.3,7.00,5.28,11.1,15.9
285,SIU Edwardsville,30,6,24,.200,-12.25,-3.29,,1,15,,3,10,,2,13,,68.1,76.1,,40.3,22.9,56.2,.407,4.73,16.2,.292,17.6,26.0,.677,11.8,35.8,10.2,4.73,2.83,14.5,21.9
286,Southern Illinois,33,17,16,.515,1.09,2.65,,9,9,,11,6,,5,9,,68.5,69.4,,40.6,24.5,56.5,.433,5.30,16.8,.316,14.2,20.4,.696,10.5,33.8,11.4,6.82,3.88,12.1,18.0
287,Southern Methodist NCAA,35,30,5,.857,18.71,4.45,,17,1,,18,0,,8,3,,74.3,60.0,,40.0,26.1,55.3,.473,8.17,20.1,.406,13.9,19.9,.697,11.9,38.1,16.2,5.71,3.34,10.8,14.5
288,Southern Mississippi,31,9,22,.290,-13.40,-2.78,,6,12,,8,6,,1,12,,63.0,72.2,,40.6,22.3,55.7,.399,6.45,21.1,.305,12.0,17.0,.707,8.32,34.1,12.1,4.68,2.06,13.1,17.0
289,Southern Utah,33,6,27,.182,-15.58,-5.39,,3,15,,3,10,,2,14,,77.5,85.3,,40.5,24.7,60.7,.407,8.82,24.7,.357,19.3,26.1,.741,11.6,36.9,11.5,5.61,3.24,13.7,24.3
290,Southern,33,15,18,.455,-14.48,-11.68,,10,8,,11,4,,4,13,,71.5,72.8,,40.2,25.0,57.2,.437,4.94,15.5,.320,16.6,23.8,.696,12.3,37.8,11.6,5.58,3.67,13.7,19.2
291,St. Bonaventure,32,20,12,.625,5.95,1.48,,11,7,,11,4,,5,5,,76.8,72.4,,40.3,25.8,58.3,.443,6.28,18.0,.348,19.0,24.7,.769,11.5,36.0,13.2,7.19,4.31,12.5,20.9
292,St. Francis (NY),31,4,27,.129,-19.24,-6.54,,2,16,,3,10,,0,16,,62.0,73.7,,40.3,21.0,60.4,.347,7.13,25.5,.279,12.9,19.9,.649,12.6,34.8,9.26,6.71,2.87,12.2,21.7
293,St. John's (NY),33,14,19,.424,6.45,8.39,,7,11,,9,5,,4,9,,76.8,78.7,,40.0,26.2,60.6,.433,8.42,23.1,.364,15.9,21.9,.724,10.2,34.4,13.5,6.79,5.97,13.1,20.8
294,Stanford,31,14,17,.452,6.39,8.59,,6,12,,10,5,,1,10,,69.7,71.1,,40.2,24.9,56.5,.440,5.06,15.8,.320,14.9,21.8,.682,10.2,34.4,13.6,6.81,2.55,12.9,19.5
295,Stephen F. Austin,33,18,15,.545,-7.01,-5.75,,12,6,,12,2,,4,10,,69.4,68.8,,40.3,23.7,53.2,.446,5.85,18.3,.319,16.1,22.3,.721,11.5,34.8,12.4,6.76,3.03,17.5,21.7
296,Stetson,32,11,21,.344,-14.21,-5.45,,3,11,,7,7,,4,13,,77.2,82.9,,40.2,27.7,62.7,.441,8.16,24.1,.339,13.7,20.8,.659,8.56,35.3,13.6,4.84,2.22,11.3,19.0
297,Stony Brook,32,18,14,.563,-4.71,-5.05,,12,4,,10,6,,7,8,,69.2,68.9,,40.0,23.7,58.7,.404,7.81,23.9,.327,13.9,19.3,.721,11.2,34.6,12.2,5.44,3.19,10.2,19.4
298,Syracuse,34,19,15,.559,13.70,8.47,,10,8,,17,4,,2,8,,76.3,71.1,,40.3,26.3,57.4,.458,8.82,23.3,.379,14.9,20.1,.739,10.7,34.8,15.6,8.09,4.68,12.3,15.9
299,Temple,32,16,16,.500,4.84,5.09,,7,11,,9,7,,4,8,,70.9,71.2,,40.5,25.3,59.9,.422,8.97,25.2,.356,11.4,15.8,.723,10.0,34.3,14.5,6.50,4.00,11.4,18.3
300,Tennessee-Martin,35,22,13,.629,-4.70,-4.34,,10,6,,14,2,,7,10,,76.9,75.1,,40.4,27.6,59.0,.468,8.20,23.2,.353,13.5,19.7,.688,12.9,37.5,15.9,6.51,3.51,15.1,17.3
301,Tennessee State,30,17,13,.567,-1.57,-2.96,,8,8,,7,5,,8,7,,71.1,67.7,,40.7,24.8,56.0,.443,5.67,16.7,.339,15.9,22.9,.692,12.2,37.2,11.3,6.70,3.40,15.1,21.1
302,Tennessee Tech,32,12,20,.375,-7.60,-4.17,,8,8,,7,8,,5,11,,72.4,73.1,,40.6,24.5,58.1,.422,7.53,23.2,.325,15.8,22.3,.708,11.1,35.8,13.6,6.66,3.59,13.6,21.1
303,Tennessee,32,16,16,.500,11.28,10.18,,8,10,,11,6,,4,7,,74.5,73.0,,40.2,25.1,59.5,.422,5.91,18.1,.326,18.4,25.2,.729,12.1,37.7,13.8,5.47,4.56,12.5,20.9
304,Texas A&M-Corpus Christi,36,24,12,.667,-2.97,-5.79,,12,6,,16,2,,7,9,,75.4,71.5,,40.4,27.1,57.5,.470,5.42,16.3,.332,15.9,22.0,.722,10.2,34.1,13.5,9.36,3.94,13.5,19.5
305,Texas A&M,31,16,15,.516,10.36,7.97,,8,10,,11,5,,3,7,,70.2,67.8,,40.0,25.9,56.6,.458,6.10,18.5,.329,12.2,18.8,.649,12.9,38.5,15.8,6.00,5.58,14.2,16.5
306,Texas-Arlington,36,27,9,.750,5.92,-0.87,,14,4,,14,1,,12,7,,78.3,69.9,,40.0,27.8,60.2,.461,8.61,25.6,.337,14.2,20.8,.681,11.9,38.4,15.7,7.39,2.25,13.1,19.2
307,Texas Christian,39,24,15,.615,15.64,10.95,,6,12,,15,6,,4,8,,74.7,69.7,,40.3,27.3,58.6,.466,7.18,20.3,.354,13.0,18.9,.686,11.6,36.0,16.9,6.56,4.49,12.9,17.3
308,Texas-El Paso,32,15,17,.469,-3.13,-2.51,,12,6,,8,8,,5,6,,69.3,68.8,,40.6,25.4,54.1,.469,5.63,16.2,.348,12.9,19.5,.662,7.34,34.4,14.5,5.38,3.09,13.3,19.3
309,Texas-Rio Grande Valley,32,10,22,.313,-11.44,-3.68,,2,12,,7,7,,1,14,,78.3,83.3,,40.8,27.2,64.1,.424,8.63,25.7,.336,15.3,21.4,.717,11.9,36.9,15.1,7.69,2.56,15.8,24.4
310,Texas-San Antonio,33,14,19,.424,-7.42,-3.03,,8,10,,11,3,,2,15,,66.0,69.4,,40.0,23.3,59.4,.393,5.21,18.4,.283,14.2,21.3,.666,12.9,39.2,10.8,5.55,1.88,12.7,19.5
311,Texas Southern NCAA,35,23,12,.657,-6.41,-7.81,,16,2,,10,0,,11,11,,74.1,72.7,,40.3,24.7,57.6,.429,5.86,19.9,.295,18.7,25.5,.735,11.5,35.1,11.7,7.17,3.14,11.6,17.3
312,Texas State,36,22,14,.611,-2.23,-4.29,,11,7,,13,4,,5,9,,66.9,62.7,,40.4,24.0,53.7,.447,6.03,18.3,.330,12.8,19.3,.661,9.56,33.6,14.6,6.58,4.44,11.8,17.8
313,Texas Tech,32,18,14,.563,14.11,7.86,,6,12,,16,3,,1,9,,73.3,67.1,,40.6,26.1,55.5,.470,6.63,18.0,.367,14.5,19.8,.733,9.34,32.8,13.3,5.28,3.06,11.1,17.6
314,Texas,33,11,22,.333,10.99,12.75,,4,14,,10,7,,0,11,,67.1,68.9,,40.0,24.5,55.9,.439,5.48,18.8,.292,12.5,19.3,.650,9.79,34.3,11.4,5.76,4.52,13.4,17.8
315,Toledo,34,17,17,.500,1.16,-0.90,,9,9,,12,4,,4,10,,78.7,75.5,,41.5,27.8,57.8,.480,7.71,21.3,.362,15.4,22.2,.695,9.97,37.5,16.2,3.97,2.71,13.1,16.9
316,Towson,33,20,13,.606,1.84,-1.28,,11,7,,12,3,,6,8,,74.2,69.2,,40.5,25.8,57.6,.447,4.70,15.1,.311,17.9,26.3,.682,13.5,39.5,10.5,6.85,3.58,12.9,20.8
317,Troy NCAA,37,22,15,.595,-0.47,-3.36,,10,8,,10,4,,6,10,,78.1,72.1,,40.1,26.5,58.2,.456,8.41,23.4,.359,16.6,22.9,.725,11.1,36.8,13.1,5.97,3.49,12.5,17.7
318,Tulane,31,6,25,.194,-3.98,4.25,,3,15,,4,10,,2,10,,70.3,78.5,,40.5,24.2,59.9,.405,7.13,22.0,.324,14.7,20.5,.717,11.3,34.3,12.8,6.19,3.84,13.5,20.8
319,Tulsa,32,15,17,.469,2.45,5.29,,8,10,,10,5,,3,9,,67.4,70.3,,40.2,21.9,52.3,.419,7.31,21.3,.343,16.3,22.4,.729,9.72,34.8,11.3,4.53,2.50,14.8,18.1
320,UCLA NCAA,36,31,5,.861,20.67,6.39,,15,3,,16,1,,8,2,,89.8,75.5,,40.0,33.6,64.4,.522,9.83,24.2,.406,12.8,17.3,.738,9.53,38.5,21.4,5.89,5.31,11.2,16.2
321,Utah State,32,15,17,.469,2.90,2.46,,7,11,,11,5,,3,8,,70.0,70.3,,40.2,24.7,53.5,.461,7.31,19.3,.379,13.3,19.0,.701,8.00,35.8,14.6,4.78,2.84,12.2,18.4
322,Utah Valley,34,17,17,.500,-1.22,-2.44,,6,8,,8,5,,8,11,,76.9,72.9,,40.7,26.1,59.6,.437,8.82,27.6,.320,16.0,22.6,.708,9.00,39.7,15.6,6.35,3.62,15.4,19.6
323,Utah,32,20,12,.625,12.45,4.32,,11,7,,14,4,,5,6,,78.5,68.1,,40.3,29.3,58.0,.504,6.72,19.0,.353,13.3,19.4,.682,10.0,38.0,14.9,6.09,3.53,13.5,16.8
324,Valparaiso,33,24,9,.727,3.94,-1.59,,14,4,,15,2,,7,6,,74.7,68.9,,40.3,25.7,57.9,.444,6.58,20.3,.324,16.7,21.6,.775,10.6,37.9,12.8,6.39,2.91,12.9,18.8
325,Vanderbilt NCAA,35,19,16,.543,13.69,10.72,,10,8,,11,5,,5,6,,71.1,68.1,,40.1,23.3,54.2,.430,9.89,26.3,.376,14.7,18.9,.777,8.17,34.5,12.9,4.20,3.80,12.3,16.6
326,Vermont NCAA,35,29,6,.829,6.67,-3.27,,16,0,,16,1,,11,3,,73.5,62.1,,40.0,26.9,54.5,.494,6.54,17.7,.369,13.0,18.6,.700,9.31,34.1,13.6,5.69,4.31,11.2,15.9
327,Villanova NCAA,36,32,4,.889,23.80,9.28,,15,3,,14,1,,9,2,,77.2,62.7,,40.0,26.8,54.1,.495,8.64,23.4,.369,14.9,18.9,.790,8.78,33.6,14.0,7.19,3.03,11.2,14.3
328,Virginia Commonwealth NCAA,35,26,9,.743,11.57,3.77,,14,4,,15,1,,7,4,,74.7,66.9,,40.6,27.0,58.6,.461,5.69,17.2,.331,15.1,21.3,.705,11.0,36.4,15.0,7.51,3.94,12.4,20.8
329,VMI,30,6,24,.200,-13.91,-1.80,,3,15,,5,9,,1,14,,68.6,78.2,,40.0,24.4,59.3,.412,8.27,26.2,.316,11.5,16.7,.690,10.2,33.1,11.9,6.27,3.80,13.2,19.8
330,Virginia Tech NCAA,33,22,11,.667,12.77,8.38,,10,8,,15,2,,4,6,,79.1,74.7,,40.3,26.9,54.9,.489,8.79,21.8,.403,16.5,22.5,.737,7.27,32.4,15.1,3.97,2.76,12.1,16.5
331,Virginia NCAA,34,23,11,.676,20.63,10.93,,11,7,,12,4,,7,5,,66.1,56.4,,40.6,24.7,53.6,.460,6.82,17.7,.385,9.88,13.9,.709,8.74,32.9,13.9,5.59,4.06,9.53,16.4
332,Wagner,30,16,14,.533,-7.13,-7.89,,11,7,,8,7,,8,7,,68.2,65.8,,40.5,24.2,56.7,.428,6.10,18.4,.332,13.7,19.8,.691,14.5,39.5,10.9,4.87,3.60,14.1,20.5
333,Wake Forest NCAA,33,19,14,.576,14.19,9.80,,9,9,,11,3,,5,8,,82.8,78.4,,40.0,28.0,59.2,.472,8.12,21.1,.385,18.8,24.1,.779,10.6,36.3,15.5,5.55,3.67,11.8,20.2
334,Washington State,31,13,18,.419,0.13,6.87,,6,12,,9,7,,2,7,,70.3,76.6,,40.2,25.8,56.1,.461,6.74,18.5,.364,11.9,15.7,.756,6.42,32.0,14.6,4.19,2.74,12.5,16.2
335,Washington,31,9,22,.290,2.15,6.82,,2,16,,7,9,,1,11,,76.4,81.1,,40.2,28.2,62.9,.448,7.29,20.6,.354,12.7,19.4,.654,12.9,37.5,13.2,6.03,5.52,13.7,20.3
336,Weber State,34,20,14,.588,-2.32,-5.13,,12,6,,10,3,,7,8,,79.8,73.7,,40.6,26.7,54.9,.487,9.18,22.0,.417,17.2,23.2,.741,7.15,32.4,13.0,5.18,3.44,11.2,17.5
337,West Virginia NCAA,37,28,9,.757,24.45,9.67,,12,6,,16,2,,6,4,,81.5,66.7,,40.7,28.6,63.1,.454,7.43,20.5,.362,16.8,24.5,.685,14.4,37.5,16.4,10.0,4.76,12.3,20.4
338,Western Carolina,32,9,23,.281,-15.30,-0.70,,4,14,,6,8,,3,13,,61.4,73.3,,40.0,22.5,57.6,.390,5.69,18.5,.307,10.8,16.5,.653,12.4,36.2,11.3,6.19,2.34,16.1,20.7
339,Western Illinois,28,8,20,.286,-11.00,-2.38,,5,11,,5,8,,3,11,,71.9,76.8,,40.9,25.4,58.3,.435,9.07,23.4,.388,12.0,17.0,.707,6.93,34.6,13.4,4.64,4.43,12.8,19.5
340,Western Kentucky,32,15,17,.469,-5.80,-2.89,,9,9,,11,3,,4,12,,69.0,71.9,,40.0,24.3,55.2,.440,6.69,18.9,.353,13.8,20.5,.671,9.44,35.0,12.4,4.47,3.28,12.1,14.8
341,Western Michigan,32,16,16,.500,-0.78,-0.55,,11,7,,13,2,,3,9,,75.5,75.3,,40.2,27.0,59.8,.451,6.53,17.6,.371,15.1,21.4,.704,11.6,36.1,12.9,5.72,2.84,12.5,18.8
342,Wichita State NCAA,36,31,5,.861,21.24,2.96,,17,1,,16,1,,9,1,,81.0,62.4,,40.0,27.6,58.7,.469,8.61,21.4,.403,17.3,23.6,.733,12.1,40.9,16.3,6.53,3.89,11.3,18.8
