,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
119,Hawaii,21,11,10,.524,-4.48,-4.22,,9,9,,7,5,,4,4,,71.6,69.1,,40.7,25.4,57.5,.442,7.81,21.7,.360,12.9,17.9,.721,10.3,35.8,11.7,5.67,1.52,13.9,16.7
120,High Point,24,9,15,.375,-10.19,-6.98,,6,11,,5,5,,4,10,,66.7,69.9,,40.2,23.5,56.5,.416,4.79,16.5,.290,14.9,21.7,.687,11.6,35.5,12.2,6.58,3.75,12.6,17.8
121,Hofstra,23,13,10,.565,-1.85,-2.02,,8,6,,7,3,,5,6,,73.2,73.0,,40.2,25.9,58.3,.443,7.57,22.9,.330,13.9,19.3,.717,10.5,35.5,12.7,6.61,2.96,12.1,16.0
122,Holy Cross,16,5,11,.313,-0.17,5.27,,5,11,,2,7,,3,4,,70.6,76.1,,40.3,26.4,59.4,.445,6.94,19.6,.354,10.8,15.5,.698,9.38,32.6,12.1,6.88,3.94,12.9,19.1
123,Houston Baptist,25,6,19,.240,-16.94,-5.94,,4,11,,4,6,,1,12,,71.0,80.3,,40.2,25.4,59.4,.428,8.08,23.5,.344,12.2,16.6,.733,9.12,34.0,14.2,7.04,3.68,16.7,17.0
124,Houston NCAA,27,24,3,.889,22.14,4.14,,14,3,,15,0,,5,3,,77.6,57.9,,40.0,27.4,61.6,.444,9.33,25.9,.361,13.6,18.3,.741,14.3,41.1,14.1,8.19,4.67,10.9,18.7
125,Howard,5,1,4,.200,-13.80,-2.05,,0,0,,1,1,,0,0,,72.6,84.8,,40.0,24.6,56.6,.435,7.60,24.6,.309,15.8,22.0,.718,8.20,35.4,14.8,5.20,5.00,14.4,17.8
126,Idaho State,24,13,11,.542,-9.80,-7.11,,8,6,,8,3,,5,5,,68.2,61.7,,40.4,23.3,52.5,.443,6.92,20.8,.333,14.7,20.7,.712,10.1,35.9,11.4,4.50,3.46,14.9,18.4
127,Idaho,22,1,21,.045,-19.79,-4.38,,1,17,,1,9,,0,11,,61.0,76.5,,40.5,22.2,51.5,.432,5.55,16.3,.341,11.0,15.2,.725,6.91,29.9,12.1,4.95,1.95,16.4,18.9
128,Illinois-Chicago,22,9,13,.409,-11.31,-6.67,,6,10,,7,4,,2,9,,67.7,72.3,,40.5,25.4,59.1,.429,8.09,24.7,.327,8.86,13.5,.659,8.32,34.8,13.5,3.68,3.09,13.2,18.6
129,Illinois State,25,7,18,.280,-5.21,0.62,,4,14,,3,8,,3,9,,72.0,74.8,,40.6,27.2,59.1,.460,7.80,22.6,.345,9.84,14.9,.661,8.24,35.2,13.8,6.00,3.36,13.8,16.4
130,Illinois NCAA,29,23,6,.793,24.84,12.67,,16,4,,11,2,,9,3,,81.4,69.2,,40.5,29.3,58.9,.499,6.79,18.1,.376,15.9,23.1,.691,10.8,40.4,16.3,5.72,2.83,13.2,17.9
131,Incarnate Word,22,8,14,.364,-16.09,-8.51,,5,9,,5,7,,3,6,,68.0,71.7,,40.2,23.8,53.6,.444,7.64,20.5,.373,12.7,18.0,.703,7.77,31.2,12.2,5.36,1.82,14.0,18.0
132,Indiana State,25,15,10,.600,2.25,2.13,,11,7,,9,3,,5,6,,66.5,65.8,,40.0,23.2,53.5,.433,5.96,17.8,.334,14.1,19.2,.734,8.28,31.8,10.7,6.56,2.92,12.1,14.9
133,Indiana,27,12,15,.444,13.85,13.51,,7,12,,6,6,,3,7,,69.7,69.4,,41.3,24.2,55.9,.433,5.85,18.1,.324,15.4,23.2,.665,8.96,34.6,13.9,5.74,3.74,11.9,17.7
134,Iona NCAA,17,12,5,.706,-0.87,-7.17,,6,3,,4,2,,4,3,,72.2,65.9,,40.0,24.9,55.9,.445,7.47,21.1,.355,15.0,20.2,.743,11.1,37.5,13.9,6.82,3.94,15.6,21.8
135,Iowa State,24,2,22,.083,-0.54,10.59,,0,18,,2,10,,0,11,,65.6,76.7,,40.0,24.6,58.9,.418,7.29,22.8,.321,9.04,11.5,.783,8.58,31.6,11.6,6.50,3.13,14.9,18.6
136,Iowa NCAA,29,21,8,.724,23.21,11.38,,14,6,,14,2,,6,4,,83.8,71.9,,40.2,29.8,63.4,.469,9.76,25.3,.386,14.5,20.3,.713,11.3,40.1,19.1,5.59,4.52,9.52,14.9
137,Purdue-Fort Wayne,23,8,15,.348,-11.32,-7.80,,6,14,,5,6,,3,9,,75.1,78.7,,41.5,27.4,54.7,.501,8.87,22.2,.400,11.4,16.5,.689,7.70,31.3,14.3,6.78,2.78,17.1,18.0
138,IUPUI,18,8,10,.444,-10.82,-6.21,,7,9,,4,5,,4,5,,71.2,75.8,,40.0,25.1,59.4,.423,7.94,23.1,.344,13.0,18.1,.718,9.33,33.8,13.3,6.89,2.22,13.9,18.9
139,Jackson State,18,12,6,.667,-11.55,-14.33,,11,0,,6,0,,5,5,,65.6,62.8,,40.6,22.1,55.7,.396,5.56,16.3,.340,15.9,23.4,.680,10.4,36.7,10.6,8.17,3.28,15.4,19.3
140,Jacksonville State,27,18,9,.667,-2.61,-5.65,,13,6,,8,3,,7,5,,74.3,68.6,,40.6,26.8,58.1,.461,8.11,22.8,.356,12.6,18.4,.685,11.1,38.8,14.2,5.00,3.48,13.3,15.3
141,Jacksonville,24,11,13,.458,-10.95,-6.55,,5,9,,7,5,,4,8,,67.6,69.5,,40.2,24.0,55.0,.437,7.08,21.9,.323,12.4,18.7,.664,8.58,33.3,11.2,6.83,2.63,14.3,15.5
142,James Madison,20,13,7,.650,0.73,-2.33,,8,2,,10,3,,3,3,,78.1,70.5,,40.0,27.1,60.0,.452,8.30,24.3,.342,15.5,23.2,.668,11.0,37.4,13.8,7.45,2.00,12.2,18.8
143,Kansas State,29,9,20,.310,0.80,9.09,,4,14,,6,12,,2,7,,61.8,70.2,,40.0,22.4,54.4,.412,6.59,22.2,.296,10.4,15.7,.664,10.2,32.9,13.0,5.55,1.52,14.9,17.0
144,Kansas NCAA,28,20,8,.714,16.60,10.26,,12,6,,14,1,,4,6,,73.1,65.8,,40.2,26.3,59.9,.440,7.46,21.7,.344,13.0,18.3,.712,11.3,38.0,13.7,6.86,4.07,12.4,15.3
145,Kennesaw State,24,5,19,.208,-13.93,-3.46,,1,13,,4,9,,0,9,,65.5,69.7,,40.0,23.8,56.6,.420,6.83,21.9,.312,11.0,16.8,.659,8.96,34.0,10.8,5.75,2.50,14.2,17.9
146,Kent State,23,15,8,.652,2.63,-1.00,,12,6,,9,2,,6,5,,76.7,71.1,,40.2,27.6,62.3,.443,8.04,24.7,.326,13.4,17.3,.778,12.6,39.1,14.3,6.78,3.30,13.6,17.0
147,Kentucky,25,9,16,.360,12.41,12.13,,8,9,,5,6,,4,7,,70.4,70.2,,40.4,24.6,59.0,.417,6.40,19.0,.336,14.8,20.4,.729,12.0,38.0,12.5,6.28,5.92,14.0,18.0
148,La Salle,25,9,16,.360,-2.34,4.08,,6,11,,6,3,,3,11,,68.1,73.5,,40.2,25.3,58.1,.436,7.80,22.9,.340,9.64,14.1,.685,9.36,33.2,12.7,7.44,3.32,14.4,17.2
149,Lafayette,15,9,6,.600,-1.24,-2.24,,9,5,,6,3,,3,3,,77.7,76.7,,41.3,27.0,61.9,.436,8.60,23.9,.360,15.1,18.7,.804,8.87,35.0,16.2,6.27,3.40,10.9,18.7
150,Lamar,28,10,18,.357,-13.24,-6.71,,7,10,,5,5,,3,11,,65.8,72.4,,40.4,23.9,57.4,.417,4.96,15.9,.312,13.0,17.7,.734,9.61,34.5,11.9,7.14,4.21,14.1,16.6
151,Lehigh,15,4,11,.267,-8.72,-0.45,,4,10,,1,5,,3,6,,68.3,76.6,,40.3,25.9,60.1,.431,4.87,15.4,.316,11.7,16.7,.701,9.13,34.7,12.7,6.00,2.13,13.1,17.9
152,Liberty NCAA,28,23,5,.821,4.30,-6.70,,11,2,,13,0,,5,3,,74.9,59.6,,40.0,27.2,55.3,.492,10.3,26.4,.391,10.2,13.1,.777,7.07,33.4,15.9,4.57,2.29,9.68,14.5
153,Lipscomb,27,15,12,.556,-6.92,-5.49,,9,6,,10,4,,4,7,,71.2,68.4,,40.2,25.4,55.3,.460,7.41,21.1,.351,12.9,18.6,.692,7.70,34.0,13.5,6.19,1.96,12.1,13.9
154,Cal State Long Beach,18,6,12,.333,-9.90,-4.23,,4,8,,4,3,,1,8,,73.8,79.4,,41.1,25.9,58.2,.445,7.06,19.7,.359,14.9,21.9,.681,8.17,35.0,11.7,6.22,2.89,16.0,19.4
155,Long Island University,18,9,9,.500,-5.74,-6.80,,9,9,,6,3,,3,6,,74.0,72.9,,40.0,26.6,64.2,.415,7.44,25.9,.287,13.3,20.0,.667,13.3,39.2,16.3,8.44,3.83,14.4,17.5
156,Longwood,28,12,16,.429,-7.34,-6.27,,10,10,,8,5,,4,11,,66.2,67.4,,40.0,23.6,54.5,.434,7.14,20.7,.345,11.8,17.2,.686,9.57,33.2,10.5,6.18,1.79,13.1,17.3
157,Louisiana,26,17,9,.654,-4.89,-5.56,,10,7,,10,3,,6,4,,74.4,72.8,,40.4,27.4,61.8,.444,7.12,20.5,.348,12.4,17.8,.698,12.2,39.5,12.8,5.58,4.69,14.9,17.6
158,Louisiana-Monroe,26,7,19,.269,-10.64,-5.95,,5,13,,5,8,,2,10,,64.2,68.9,,40.2,23.4,56.3,.416,7.46,22.0,.340,9.92,14.1,.703,7.88,30.4,13.7,7.42,2.85,13.0,16.7
159,Louisiana State NCAA,27,18,9,.667,15.66,8.88,,11,6,,11,2,,4,6,,82.1,75.3,,40.2,29.0,62.7,.463,8.15,23.3,.350,15.9,21.3,.746,11.5,38.3,12.3,8.07,2.78,11.7,17.3
160,Louisiana Tech,28,21,7,.750,6.47,-1.53,,12,4,,15,1,,5,5,,73.5,64.6,,40.0,26.1,58.6,.446,7.46,21.9,.342,13.9,20.2,.686,10.3,39.0,12.5,6.46,2.75,13.0,15.1
161,Louisville,20,13,7,.650,11.19,9.74,,8,5,,9,2,,4,4,,68.0,66.5,,40.3,24.7,57.3,.431,5.35,17.4,.308,13.2,18.4,.717,11.3,38.2,11.1,4.80,1.85,11.4,16.9
162,Loyola (IL) NCAA,28,24,4,.857,14.60,-0.09,,16,2,,13,0,,8,3,,71.5,55.5,,40.4,26.3,52.0,.505,7.18,19.5,.368,11.8,16.4,.723,7.18,32.6,15.8,6.93,2.39,11.9,14.3
163,Loyola Marymount,22,13,9,.591,4.58,3.08,,7,5,,8,3,,4,5,,69.5,68.0,,40.2,23.9,52.1,.458,6.14,18.2,.338,15.6,21.5,.726,9.77,35.1,12.7,4.68,2.64,16.0,19.0
164,Loyola (MD),17,6,11,.353,1.73,0.56,,4,10,,3,4,,3,7,,72.1,70.9,,41.8,27.1,58.4,.465,5.41,17.7,.306,12.5,20.6,.604,11.2,37.6,13.0,6.82,3.18,14.4,18.1
165,Maine,9,2,7,.222,-14.87,-3.43,,2,6,,1,1,,1,6,,53.1,64.6,,40.0,19.1,50.2,.381,7.11,22.6,.315,7.78,13.7,.569,7.67,31.2,12.0,5.67,4.44,16.3,17.9
166,Manhattan,20,7,13,.350,-11.50,-7.65,,6,12,,4,6,,3,6,,63.4,67.3,,41.3,21.9,58.3,.377,5.75,21.8,.264,13.8,20.6,.666,12.7,36.2,11.8,7.70,3.70,14.4,22.6
167,Marist,21,12,9,.571,-8.26,-8.07,,10,8,,6,3,,6,5,,63.4,63.6,,40.5,22.6,53.0,.427,6.76,21.8,.310,11.4,16.7,.684,7.52,35.0,10.9,5.43,4.00,14.4,17.6
168,Marquette,27,13,14,.481,9.27,9.35,,8,11,,7,7,,6,6,,69.7,69.8,,40.2,24.5,55.0,.445,6.63,20.6,.323,14.1,19.3,.735,9.56,36.3,12.3,5.07,3.70,14.4,17.2
169,Marshall,22,15,7,.682,5.99,-1.37,,9,5,,9,3,,6,3,,79.9,72.5,,40.2,29.8,62.8,.475,9.27,25.8,.360,11.0,15.2,.725,8.32,35.4,15.9,7.82,5.18,12.0,15.1
170,Maryland-Baltimore County,20,14,6,.700,-0.13,-4.78,,10,4,,5,4,,9,2,,69.5,64.9,,40.0,24.1,55.0,.439,6.95,20.4,.341,14.3,20.1,.711,8.75,36.5,10.9,5.10,1.75,12.9,16.8
171,Maryland-Eastern Shore,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,
172,Maryland NCAA,29,16,13,.552,15.33,12.86,,9,11,,11,6,,4,6,,68.8,65.0,,40.0,24.1,52.9,.456,8.07,22.9,.353,12.5,17.8,.702,6.48,33.3,13.3,5.00,3.38,11.2,14.9
173,Massachusetts-Lowell,23,11,12,.478,-5.31,-2.87,,7,8,,3,4,,6,6,,68.5,70.9,,40.0,24.3,53.9,.452,6.52,18.8,.346,13.3,20.0,.662,8.74,34.5,11.6,5.00,3.87,14.5,20.4
174,Massachusetts,15,8,7,.533,5.89,2.16,,6,4,,4,3,,3,3,,76.7,73.0,,41.0,26.3,61.3,.428,8.80,27.0,.326,15.4,21.0,.733,9.07,34.5,14.9,7.33,4.07,12.1,17.4
175,McNeese State,24,10,14,.417,-18.50,-11.61,,4,11,,7,5,,3,8,,80.3,71.8,,40.0,29.9,60.7,.493,8.50,21.9,.388,12.0,17.4,.688,10.6,37.3,18.5,7.17,2.04,15.0,17.1
176,Memphis,24,16,8,.667,12.75,3.55,,11,4,,10,1,,4,3,,72.1,62.9,,40.0,26.0,59.1,.440,7.46,21.0,.354,12.5,20.2,.621,12.2,39.9,16.0,9.04,4.88,16.3,19.5
177,Mercer,29,18,11,.621,1.75,-1.13,,8,9,,9,4,,6,6,,76.7,71.8,,40.7,28.7,59.9,.479,8.62,23.2,.371,10.7,14.9,.718,8.69,36.3,16.5,6.90,2.97,12.9,15.3
178,Merrimack,18,9,9,.500,-7.04,-6.66,,9,9,,6,3,,3,6,,66.3,66.7,,40.3,24.1,53.7,.449,7.00,22.1,.317,11.1,16.7,.663,6.89,30.9,12.0,8.00,3.78,13.6,16.9
179,Miami (FL),27,10,17,.370,4.13,8.65,,4,15,,7,8,,1,8,,66.4,71.0,,40.2,24.0,56.4,.425,5.56,18.8,.295,13.0,18.5,.700,9.52,35.0,11.3,6.63,3.85,12.6,12.3
180,Miami (OH),23,12,11,.522,-1.91,-1.96,,9,8,,7,4,,5,6,,72.3,71.6,,40.2,26.0,59.6,.436,8.57,23.5,.364,11.7,15.1,.776,9.83,34.7,12.1,4.48,2.52,10.8,16.9
181,Michigan State NCAA,27,15,12,.556,11.02,12.54,,9,11,,12,3,,3,8,,69.0,70.6,,40.0,24.7,58.3,.424,6.37,19.9,.320,13.2,18.3,.721,10.9,37.6,15.9,4.56,4.67,13.0,19.8
182,Michigan NCAA,24,20,4,.833,23.37,12.50,,14,3,,13,1,,6,2,,76.3,65.4,,40.2,27.8,57.6,.483,7.54,19.5,.387,13.0,16.7,.778,9.13,37.5,15.5,4.42,4.29,11.1,14.7
183,Middle Tennessee,23,5,18,.217,-10.57,-0.57,,3,13,,5,6,,0,9,,62.0,70.7,,40.0,22.2,57.5,.386,7.43,23.0,.324,10.1,14.8,.685,9.70,33.4,9.96,7.13,2.26,15.0,16.2
184,Milwaukee,22,10,12,.455,-6.88,-6.16,,7,10,,4,5,,6,6,,75.5,76.3,,40.9,26.7,61.3,.436,7.23,22.0,.329,14.9,20.3,.732,8.95,35.0,13.0,6.09,2.14,11.1,18.4
185,Minnesota,29,14,15,.483,12.06,12.75,,6,14,,13,4,,0,10,,72.5,73.2,,40.5,24.3,61.9,.392,7.14,25.2,.284,16.8,22.7,.741,11.7,36.8,13.8,6.31,4.62,11.2,18.6
186,Mississippi State,29,15,14,.517,8.95,6.71,,8,10,,9,6,,5,4,,68.9,66.6,,40.7,25.8,57.2,.451,5.21,15.6,.335,12.1,18.8,.646,12.6,39.3,12.9,6.24,4.69,14.9,15.5
187,Mississippi Valley State,24,2,22,.083,-38.55,-8.01,,2,13,,1,5,,1,16,,56.8,87.4,,40.0,20.0,56.1,.356,8.92,27.1,.329,7.92,13.8,.572,7.00,31.2,11.0,4.58,2.96,17.9,17.8
188,Mississippi,27,16,11,.593,12.02,6.32,,10,8,,10,4,,5,6,,69.1,63.4,,40.2,25.1,56.8,.442,5.22,17.4,.299,13.7,19.5,.700,12.1,36.6,12.3,7.67,3.96,13.7,17.0
189,Missouri-Kansas City,24,11,13,.458,-5.37,-3.12,,7,7,,8,3,,2,8,,70.1,62.6,,40.0,26.8,53.8,.497,6.21,17.0,.366,10.4,15.8,.660,7.29,30.4,14.8,7.92,2.08,12.5,21.8
190,Missouri State,24,17,7,.708,5.25,0.07,,12,6,,9,4,,7,2,,73.4,66.4,,40.0,26.5,55.5,.478,7.50,21.5,.350,12.8,17.3,.742,7.83,37.0,13.5,4.67,2.88,12.7,15.4
191,Missouri NCAA,25,16,9,.640,12.73,11.01,,8,8,,8,4,,6,4,,73.6,71.9,,40.4,25.8,57.6,.449,6.92,21.6,.320,15.0,21.6,.698,9.92,35.7,13.2,6.72,3.52,13.4,19.8
192,Monmouth,20,12,8,.600,-5.19,-6.94,,12,6,,7,2,,5,5,,76.0,74.3,,40.8,25.9,61.3,.423,7.70,21.2,.363,16.6,23.4,.707,9.90,37.5,14.0,8.30,3.50,13.4,20.8
193,Montana State,23,13,10,.565,-6.97,-5.97,,8,6,,5,3,,6,6,,74.0,72.0,,40.7,25.5,56.4,.451,6.17,18.7,.329,16.9,22.4,.755,8.61,33.8,11.0,5.61,2.26,12.5,18.7
194,Montana,28,15,13,.536,-5.12,-3.03,,7,9,,8,4,,5,8,,70.8,67.0,,40.5,24.9,54.1,.460,5.50,15.2,.362,15.5,19.8,.782,7.64,33.1,12.7,4.89,2.57,13.3,19.7
195,Morehead State NCAA,30,23,7,.767,-0.45,-4.55,,17,3,,12,1,,8,5,,68.8,63.4,,40.3,24.6,53.4,.461,6.57,18.7,.351,13.1,19.2,.682,10.3,37.5,12.7,4.40,5.00,15.3,14.4
196,Morgan State,22,14,8,.636,-5.45,-10.13,,7,5,,5,5,,7,2,,79.8,73.0,,40.0,27.4,63.1,.433,8.27,24.1,.343,16.8,22.7,.739,13.5,39.7,14.8,7.86,3.73,15.6,20.7
197,Mount St. Mary's NCAA,22,12,10,.545,-3.36,-4.77,,9,7,,6,3,,6,6,,63.7,62.3,,40.5,23.1,54.2,.426,6.64,19.7,.337,10.9,16.1,.678,10.8,37.3,11.7,4.41,4.14,13.1,14.9
198,Murray State,26,13,13,.500,-2.47,-7.80,,10,10,,9,4,,4,8,,76.4,66.9,,40.2,29.1,58.5,.497,8.15,22.2,.368,10.0,14.9,.672,9.19,36.1,16.7,6.73,3.50,13.3,16.6
199,Navy,18,15,3,.833,4.53,0.03,,12,1,,8,2,,6,1,,71.5,67.0,,40.6,25.9,57.9,.447,6.17,18.9,.326,13.6,19.1,.709,11.3,35.1,12.3,8.17,2.39,12.4,16.7
200,Omaha,25,5,20,.200,-13.17,-2.53,,3,11,,1,5,,3,12,,67.3,78.0,,40.0,25.0,59.8,.418,5.32,15.9,.335,12.0,17.4,.688,8.48,34.1,9.44,5.64,3.00,13.1,18.8
201,Nebraska,27,7,20,.259,7.10,13.29,,3,16,,6,9,,1,10,,70.0,74.2,,40.2,24.9,59.4,.418,8.44,25.3,.333,11.8,18.5,.639,8.89,36.3,13.7,7.15,3.26,14.1,17.5
202,Nevada-Las Vegas,27,12,15,.444,-1.34,1.14,,8,10,,8,4,,3,7,,69.4,67.5,,40.0,26.1,58.8,.445,8.33,23.7,.352,8.81,12.4,.708,10.3,36.0,13.2,6.37,2.81,12.5,18.1
203,Nevada,26,16,10,.615,5.29,2.01,,8,7,,10,2,,2,7,,73.7,69.7,,40.0,24.8,55.6,.447,7.73,21.8,.354,16.3,21.5,.755,8.19,35.7,14.4,5.58,2.96,12.7,20.0
204,New Hampshire,19,10,9,.526,-7.33,-5.83,,9,6,,5,6,,5,3,,67.3,66.6,,40.3,23.8,59.2,.402,6.79,21.3,.319,12.9,18.8,.684,10.8,37.2,11.2,5.47,2.89,11.0,18.1
205,New Mexico State,20,12,8,.600,-2.28,-6.16,,7,6,,4,2,,5,5,,71.1,64.2,,40.0,24.6,57.8,.426,8.75,27.6,.316,13.2,18.1,.729,11.8,36.1,12.4,5.00,2.40,12.2,17.9
206,New Mexico,22,6,16,.273,-12.42,-1.77,,1,8,,0,0,,3,8,,65.3,71.7,,40.5,24.5,59.2,.413,4.77,17.4,.275,11.6,19.4,.599,13.2,38.1,12.6,5.73,3.95,14.9,18.0
207,New Orleans,25,10,15,.400,-11.07,-9.91,,8,7,,6,3,,2,10,,76.0,76.4,,40.4,28.1,59.0,.476,5.48,16.7,.329,14.2,19.3,.737,9.80,35.2,15.6,7.60,2.80,16.8,20.9
208,Niagara,20,9,11,.450,-6.84,-6.29,,7,9,,5,3,,3,7,,64.7,65.2,,40.0,22.4,55.0,.408,6.40,20.4,.313,13.4,19.0,.708,8.15,31.6,11.8,5.85,1.95,9.95,17.0
209,Nicholls State,25,18,7,.720,-5.65,-9.15,,14,2,,8,1,,7,5,,78.4,73.2,,40.4,29.4,64.4,.456,7.76,24.2,.321,11.9,17.8,.668,10.9,38.1,13.4,9.12,3.32,13.0,18.5
210,NJIT,19,7,12,.368,-8.99,-4.94,,6,10,,3,5,,4,6,,66.1,70.2,,40.5,23.2,57.3,.404,6.26,20.5,.305,13.5,19.6,.691,8.84,31.4,9.53,6.68,2.21,11.2,17.7
211,Norfolk State NCAA,23,16,7,.696,-4.84,-9.41,,8,4,,7,4,,6,3,,75.2,69.2,,40.2,25.7,59.0,.436,7.83,21.3,.368,16.0,22.7,.706,10.4,37.0,12.3,6.35,3.30,13.1,19.7
212,North Alabama,24,13,11,.542,-9.86,-6.11,,7,8,,8,4,,3,6,,73.2,69.4,,40.4,26.0,60.7,.428,8.00,23.7,.337,13.2,17.7,.745,11.0,39.0,11.3,5.88,3.21,13.8,17.6
213,North Carolina-Asheville,20,10,10,.500,-6.45,-7.05,,9,5,,6,4,,4,6,,73.4,72.8,,40.8,27.4,57.5,.476,8.05,22.5,.358,10.6,17.4,.606,9.30,33.5,12.7,7.00,4.35,15.1,18.4
214,North Carolina A&T,21,11,10,.524,-13.84,-7.63,,7,1,,5,4,,5,6,,72.2,72.5,,40.2,25.5,60.6,.421,6.52,20.4,.319,14.7,22.3,.658,10.9,35.0,13.6,8.71,2.67,14.0,17.5
215,North Carolina Central,14,5,9,.357,-15.34,-8.11,,3,5,,4,2,,0,6,,67.3,71.6,,40.4,23.8,56.5,.421,6.79,20.0,.339,12.9,18.6,.693,9.29,32.7,12.1,7.29,2.79,14.6,20.9
216,North Carolina-Greensboro NCAA,29,21,8,.724,3.88,-2.29,,13,5,,7,3,,10,3,,73.6,67.4,,40.2,27.7,65.3,.424,7.62,25.4,.300,10.6,15.6,.683,12.8,39.4,12.3,7.48,3.93,11.0,18.1
217,North Carolina State,23,13,10,.565,10.17,7.21,,9,8,,7,4,,5,5,,73.2,70.3,,40.2,26.8,57.2,.468,6.74,18.5,.364,12.9,18.3,.704,10.0,32.5,13.0,8.35,4.52,12.8,16.1
218,North Carolina-Wilmington,17,7,10,.412,-6.07,-5.69,,1,6,,3,4,,3,4,,76.3,73.7,,40.3,26.0,59.5,.437,7.53,21.8,.345,16.8,21.9,.766,9.53,32.2,12.1,6.06,3.53,11.2,18.0
219,North Carolina NCAA,28,18,10,.643,16.30,10.01,,10,6,,10,1,,3,7,,75.7,69.4,,40.0,27.7,62.9,.441,5.61,17.7,.317,14.6,21.9,.668,15.9,43.1,15.5,7.21,4.71,14.8,16.9
220,North Dakota State,27,15,12,.556,-1.17,-3.25,,11,5,,6,2,,5,7,,69.7,67.7,,40.2,24.4,55.2,.442,6.81,20.0,.341,14.1,18.6,.760,9.48,37.0,10.6,3.89,2.56,12.5,15.9
221,North Dakota,26,9,17,.346,-10.95,-3.95,,8,8,,5,3,,3,11,,68.7,75.7,,40.6,24.0,55.9,.428,7.31,21.7,.337,13.5,19.3,.698,8.23,32.5,11.8,5.15,2.12,13.1,17.2
222,North Florida,23,8,15,.348,-11.20,-4.35,,6,6,,5,3,,3,10,,69.6,75.0,,40.0,24.8,55.7,.445,9.96,27.2,.366,10.1,14.1,.714,8.87,32.7,12.9,4.43,3.30,15.0,16.8
223,North Texas NCAA,26,17,9,.654,7.40,-0.24,,9,5,,8,3,,5,6,,69.8,61.2,,40.2,25.7,54.0,.475,7.58,20.2,.376,10.8,14.8,.734,8.62,33.3,13.3,6.77,2.96,13.2,15.7
224,Northeastern,19,10,9,.526,-0.24,0.86,,8,2,,5,1,,4,7,,67.2,68.3,,40.3,24.1,54.9,.438,8.53,24.1,.354,10.6,14.3,.742,6.63,32.8,12.3,6.26,2.32,13.5,15.7
225,Northern Arizona,22,6,16,.273,-14.22,-2.86,,4,10,,1,7,,4,7,,63.2,74.5,,40.2,23.0,54.4,.422,6.32,18.0,.350,11.0,16.5,.662,8.09,28.5,10.8,5.45,1.55,11.8,18.0
226,Northern Colorado,22,11,11,.500,-8.03,-5.56,,6,8,,6,5,,4,5,,70.5,69.0,,40.2,25.0,55.5,.450,9.05,24.0,.377,11.5,17.3,.667,7.95,34.5,11.0,4.32,2.68,14.0,18.0
227,Northern Illinois,19,3,16,.158,-17.02,-1.92,,2,12,,2,7,,1,9,,62.3,77.4,,40.3,24.0,60.2,.399,5.47,16.9,.324,8.84,14.4,.615,12.8,36.0,10.7,5.79,3.42,13.7,18.0
228,Northern Iowa,25,10,15,.400,-1.65,2.53,,7,11,,6,5,,3,7,,69.5,71.2,,40.4,25.9,58.4,.443,7.44,22.9,.325,10.3,15.1,.683,9.16,35.8,13.2,6.44,2.56,13.0,15.2
229,Northern Kentucky,25,14,11,.560,-5.95,-6.07,,11,7,,9,4,,5,6,,71.4,71.2,,40.6,26.3,59.1,.445,7.16,23.4,.307,11.6,16.4,.705,12.2,34.9,11.8,6.44,1.64,12.5,16.7
230,Northwestern State,29,11,18,.379,-13.76,-5.22,,9,7,,6,4,,4,12,,72.6,79.7,,40.3,26.6,61.7,.431,7.24,20.8,.348,12.3,18.3,.672,10.2,35.5,13.0,6.97,2.93,14.4,18.8
231,Northwestern,24,9,15,.375,10.88,12.92,,6,13,,7,6,,2,8,,70.3,70.0,,40.4,25.3,58.4,.433,8.33,23.6,.353,11.3,15.8,.718,7.50,33.7,14.7,6.17,2.63,11.8,17.7
232,Notre Dame,26,11,15,.423,8.74,10.40,,7,11,,6,5,,4,8,,72.7,74.3,,40.0,26.1,56.9,.459,9.08,24.7,.368,11.4,14.7,.773,7.19,33.4,14.9,4.23,3.92,10.6,12.8
233,Oakland,30,12,18,.400,-8.44,-1.91,,10,10,,5,4,,6,11,,74.7,81.2,,41.3,25.8,61.8,.417,8.63,25.9,.333,14.5,20.5,.706,11.5,35.1,14.8,8.27,1.87,13.0,14.7
234,Ohio State NCAA,30,21,9,.700,19.95,13.58,,12,8,,10,4,,7,4,,77.3,71.0,,40.3,26.3,57.3,.460,8.23,22.6,.365,16.4,21.5,.763,9.73,36.2,13.0,4.60,3.43,10.4,18.5
235,Ohio NCAA,23,16,7,.696,5.89,-1.16,,9,5,,8,3,,4,4,,80.9,73.3,,40.0,29.8,61.0,.489,8.48,23.5,.361,12.7,18.2,.701,9.78,34.8,17.9,6.78,2.13,12.0,16.0
236,Oklahoma State NCAA,28,20,8,.714,14.14,9.97,,11,7,,10,3,,8,4,,77.1,72.9,,40.9,27.7,59.2,.467,6.39,18.9,.338,15.3,21.5,.713,11.0,38.6,13.2,7.29,4.39,15.9,16.8
